YEAR,OPID,OTT 서비스 주중 이용 시간(분 기준 환산),OTT 서비스 주말 이용 시간(분 기준 환산)
2023,15230004,30,30
2023,15230005,20,20
2023,15230006,30,40
2023,15250001,,
2023,15250002,,
2023,15260001,,
2023,15260002,,
2023,15270001,,
2023,15270002,,
2023,15270003,,
2023,15280001,,
2023,15280002,,
2023,15280003,5,10
2023,15280004,5,10
2023,15290001,,
2023,15300001,,
2023,15300002,,
2023,15300003,30,60
2023,15300004,180,300
2023,1530001,,
2023,1530002,,
2023,1530003,,
2023,15310001,,
2023,15330001,,
2023,15340001,30,90
2023,15340002,15,5
2023,15340003,40,60
2023,15340004,40,20
2023,15390001,60,60
2023,15390002,20,15
2023,15400001,,
2023,15400002,15,30
2023,1540001,10,20
2023,1540002,,
2023,1540003,,
2023,15410001,120,40
2023,15410002,10,30
2023,15410003,120,60
2023,15420002,,
2023,15470002,,
2023,15480001,20,35
2023,15480002,20,20
2023,15480003,30,30
2023,15480004,40,60
2023,15530001,,
2023,15530002,,
2023,15540001,,
2023,15550001,,
2023,15560001,,
2023,15560002,10,20
2023,15560003,30,60
2023,15560004,5,10
2023,15580001,,
2023,15580002,,
2023,15580005,30,60
2023,15590002,,
2023,15590004,,
2023,15590005,,
2023,15600001,10,10
2023,15600002,,
2023,15600003,30,30
2023,15610001,30,30
2023,15610002,,
2023,15610003,,
2023,15610004,210,270
2023,15630001,,
2023,15630002,,
2023,15630101,10,10
2023,15630103,10,10
2023,15630201,40,20
2023,15640001,,
2023,15640002,,
2023,15640003,180,240
2023,15650001,20,5
2023,15650002,,
2023,15650003,30,30
2023,15650004,40,90
2023,15650005,60,60
2023,15680001,10,10
2023,15680002,,
2023,15680003,60,120
2023,15680004,30,30
2023,1570001,60,90
2023,15710001,,
2023,15710002,,
2023,15710003,30,90
2023,15710004,120,120
2023,15720003,30,0
2023,15720004,180,180
2023,15720005,,
2023,15720006,,
2023,15720101,,
2023,15730001,,
2023,15730007,30,3
2023,15730008,,
2023,15730101,30,10
2023,15730102,10,5
2023,15730103,,
2023,15730104,5,5
2023,15750002,,
2023,15750101,10,10
2023,15750102,30,30
2023,15750103,60,60
2023,15750104,,
2023,15760001,,
2023,15760002,30,70
2023,15760003,4,6
2023,15760004,101,54
2023,15770001,30,20
2023,15770002,,
2023,15770003,240,300
2023,15770004,60,180
2023,15780001,,
2023,1580001,10,10
2023,15860001,,
2023,15860002,,
2023,15860003,110,170
2023,15890001,8,15
2023,1590001,10,10
2023,1590002,20,20
2023,1590003,30,90
2023,1600001,30,60
2023,160001,,
2023,160002,,
2023,16080003,150,60
2023,16100001,,
2023,16100002,20,30
2023,16100005,,
2023,1610001,20,20
2023,1610002,30,30
2023,16100101,20,30
2023,16100102,60,60
2023,16100201,10,20
2023,16110001,,
2023,16120001,30,30
2023,16130001,15,15
2023,16130002,,
2023,16140001,15,15
2023,16140002,15,15
2023,16150001,,
2023,16150002,,
2023,16150003,15,20
2023,16180001,20,20
2023,16180002,20,20
2023,16180003,15,15
2023,16190001,5,5
2023,16200001,30,30
2023,16200002,30,30
2023,16200003,20,20
2023,1620001,20,20
2023,16210001,,
2023,16210002,,
2023,16220001,,
2023,16220002,10,10
2023,16240001,20,20
2023,16250001,,
2023,16250002,,
2023,16250003,30,30
2023,16260001,,
2023,16260002,20,20
2023,16260003,30,30
2023,16280001,15,15
2023,16280002,30,30
2023,16280003,15,15
2023,16290001,,
2023,16290002,,
2023,16300001,15,15
2023,1630001,20,30
2023,1630002,30,30
2023,1630003,60,60
2023,16310001,,
2023,16310002,,
2023,16310003,10,30
2023,16310004,30,30
2023,16320001,,
2023,16320002,,
2023,16320003,30,30
2023,16320004,,
2023,16340001,120,300
2023,16340002,120,180
2023,16340003,180,120
2023,16340004,180,120
2023,1640001,60,60
2023,1640002,30,30
2023,16420001,,
2023,16420002,,
2023,16420003,30,30
2023,16420004,150,120
2023,16440001,,
2023,16440002,,
2023,16470001,,
2023,16470002,,
2023,16470003,180,360
2023,16470004,20,20
2023,16470005,,
2023,1650001,30,30
2023,1650002,20,20
2023,16510001,,
2023,16510002,,
2023,16510003,60,40
2023,16510004,60,120
2023,16520001,0,20
2023,16520002,0,10
2023,16520003,60,30
2023,16520004,150,60
2023,16550001,,
2023,16550002,,
2023,16550003,,
2023,16560001,,
2023,16560002,,
2023,16570001,,
2023,16570002,,
2023,16580001,,
2023,16580002,,
2023,16580003,,
2023,16580004,,
2023,16600001,,
2023,1660001,30,30
2023,1660002,30,60
2023,1660003,60,120
2023,16610001,,
2023,16610002,,
2023,1670001,20,20
2023,1670002,30,30
2023,1670003,30,60
2023,16740002,10,10
2023,16760001,,
2023,16760002,,
2023,16770001,,
2023,16770002,60,60
2023,16780001,,
2023,16790003,,
2023,16790005,60,30
2023,1680002,30,30
2023,1680003,60,60
2023,1680004,30,60
2023,16810002,,
2023,16820001,,
2023,16820002,,
2023,16820003,20,30
2023,16820004,30,30
2023,16820005,30,0
2023,16830001,,
2023,16850001,,
2023,16850002,,
2023,16880001,,
2023,16880002,,
2023,1690001,30,90
2023,1690002,60,60
2023,1700001,30,30
2023,1700002,30,60
2023,1700003,20,20
2023,17030002,10,20
2023,17030003,,
2023,17030004,10,10
2023,17040001,,
2023,17040002,30,30
2023,17060001,30,30
2023,17070001,,
2023,17070002,,
2023,17070003,30,30
2023,17070004,20,30
2023,17080001,30,40
2023,17080002,20,30
2023,17080003,20,20
2023,17090001,,
2023,17100002,,
2023,1710001,40,60
2023,1710002,30,30
2023,17110001,,
2023,17110002,,
2023,17110003,20,30
2023,17110004,10,20
2023,17120001,10,10
2023,17120002,10,20
2023,17120003,20,20
2023,17130001,10,20
2023,17130002,,
2023,17130003,30,10
2023,17130004,30,30
2023,17140001,,
2023,17140002,20,30
2023,1720001,30,30
2023,1720002,40,60
2023,1720003,40,40
2023,17220001,20,10
2023,17220002,,
2023,17220005,15,20
2023,17220006,,
2023,1730001,60,60
2023,1730002,30,30
2023,17370001,,
2023,17370002,15,15
2023,17370003,60,60
2023,17390002,,
2023,17400001,30,30
2023,17400002,30,30
2023,17400004,10,10
2023,1740001,,
2023,1740002,,
2023,1740003,30,30
2023,1740004,30,30
2023,17400101,90,90
2023,17430001,10,10
2023,17430002,10,10
2023,17430003,30,30
2023,17440001,10,10
2023,17440002,10,10
2023,17440003,30,30
2023,17450001,15,15
2023,17450002,30,30
2023,17450003,30,30
2023,17450004,30,30
2023,17470001,,
2023,17470002,10,20
2023,17470003,10,20
2023,17470004,10,15
2023,17490001,,
2023,17490002,10,10
2023,17490003,30,30
2023,17490004,10,10
2023,17510002,,
2023,17550001,60,120
2023,17550002,90,120
2023,17550003,60,120
2023,17570001,30,30
2023,17570002,10,10
2023,17570003,60,120
2023,17580001,10,0
2023,17580002,20,20
2023,17580003,20,30
2023,17580004,20,20
2023,17580005,30,30
2023,1760001,,
2023,1760002,,
2023,1760003,30,30
2023,1760004,60,120
2023,17610001,10,10
2023,17610002,,
2023,17610003,60,60
2023,17620001,20,30
2023,17620002,20,20
2023,17620003,20,10
2023,17630001,,
2023,17630002,,
2023,17630003,30,30
2023,17650001,,
2023,17650002,,
2023,17670001,,
2023,17670002,,
2023,17670003,10,30
2023,17670004,15,15
2023,17690001,,
2023,17690002,20,20
2023,17690003,10,10
2023,17690005,5,5
2023,1770001,30,30
2023,1770002,20,10
2023,1770003,30,30
2023,1770004,60,60
2023,17720001,,
2023,17720002,,
2023,17740001,240,240
2023,17740002,10,10
2023,17740003,10,30
2023,17740004,240,300
2023,17750001,,
2023,17750002,30,30
2023,17750003,,
2023,17750004,,
2023,17770001,,
2023,17770002,,
2023,17770003,60,300
2023,17770004,60,60
2023,17800001,,
2023,17800002,,
2023,17800003,,
2023,17860001,20,20
2023,17860002,10,10
2023,17860003,60,60
2023,17860004,30,30
2023,17880001,,
2023,17880002,,
2023,17900001,,
2023,17900002,,
2023,17900004,30,30
2023,17900005,30,30
2023,17900006,,
2023,17900101,30,30
2023,17900102,30,30
2023,17960002,,
2023,17990001,,
2023,18000002,,
2023,1800001,30,10
2023,1800002,30,10
2023,1800003,30,30
2023,1800004,60,60
2023,180001,,
2023,18020002,,
2023,18030001,30,30
2023,18030002,15,15
2023,18030003,30,30
2023,18030004,30,30
2023,18040001,15,30
2023,18040002,30,30
2023,18040003,30,30
2023,18040004,60,60
2023,18060002,5,5
2023,18070001,10,10
2023,18070002,5,5
2023,18070004,90,90
2023,18080001,5,5
2023,18080002,5,5
2023,18080003,5,5
2023,18080004,10,10
2023,18080005,10,10
2023,18090001,,
2023,18090002,,
2023,18090003,10,10
2023,18100001,5,5
2023,18100002,10,10
2023,18100003,30,30
2023,18100004,60,90
2023,18110001,10,10
2023,18110002,10,10
2023,18110003,10,10
2023,18130002,10,10
2023,18160002,,
2023,18170002,,
2023,18180001,10,10
2023,18180002,20,20
2023,18200001,,
2023,18200002,10,10
2023,18200003,5,5
2023,18210001,,
2023,18210002,10,15
2023,18230001,5,10
2023,18240002,,
2023,18250001,10,10
2023,18250002,10,10
2023,18260002,10,10
2023,18280001,,
2023,18280002,20,30
2023,18290001,,
2023,18290002,,
2023,18300002,,
2023,18310001,,
2023,18320001,,
2023,18330001,90,30
2023,18330002,30,60
2023,18340001,20,20
2023,18340002,10,20
2023,18340003,25,40
2023,18360001,,
2023,18360002,,
2023,18360003,60,60
2023,18360004,60,120
2023,18360005,,
2023,18380001,,
2023,18380002,20,30
2023,18390001,,
2023,18400001,0,5
2023,18400002,0,10
2023,18400003,10,15
2023,18400004,5,15
2023,1840001,,
2023,1840002,10,10
2023,18410001,,
2023,18410002,,
2023,18420001,0,10
2023,18420002,30,30
2023,18420003,10,20
2023,18430001,,
2023,18440001,20,40
2023,18440002,20,30
2023,18460005,30,60
2023,18470001,,
2023,18470002,,
2023,18480001,,
2023,18480002,10,10
2023,1850001,,
2023,1850002,30,30
2023,1850003,30,60
2023,1850004,300,360
2023,1850005,10,60
2023,18540001,30,30
2023,18540002,10,10
2023,18540003,60,60
2023,18540004,40,60
2023,18610001,,
2023,18620001,,
2023,18620002,,
2023,18640001,,
2023,18640002,,
2023,18640003,20,30
2023,18660002,,
2023,18690001,,
2023,18700001,,
2023,18700002,,
2023,18700003,20,40
2023,1870001,,
2023,1870002,,
2023,1870003,120,120
2023,1870004,30,60
2023,18710001,,
2023,18710002,,
2023,18710003,20,30
2023,18710004,20,30
2023,18720001,,
2023,18720002,,
2023,18720003,20,40
2023,18720004,30,40
2023,18730001,,
2023,18740001,,
2023,18750001,,
2023,18750002,,
2023,18750003,,
2023,18750004,,
2023,18750005,,
2023,18760001,,
2023,18770002,,
2023,18780001,,
2023,18780002,,
2023,1880001,20,30
2023,1880002,10,10
2023,1880003,60,60
2023,1880004,,
2023,1880005,,
2023,18820001,,
2023,18830001,,
2023,18830002,,
2023,18840001,,
2023,18840002,,
2023,18850002,,
2023,18850003,30,30
2023,18850004,,
2023,18860001,10,10
2023,18860002,5,5
2023,18860003,30,30
2023,18860004,,
2023,18870001,5,5
2023,18870002,5,5
2023,18870003,30,30
2023,18890001,10,20
2023,18890002,10,10
2023,18890003,10,20
2023,18900001,10,10
2023,18900002,0,10
2023,18900003,30,60
2023,1890001,,
2023,1890002,,
2023,18910001,5,5
2023,18910002,5,10
2023,18910003,60,60
2023,18920001,10,10
2023,18920002,10,15
2023,18920003,60,60
2023,18920004,10,20
2023,18930001,5,10
2023,18930002,5,5
2023,18940001,,
2023,18940002,,
2023,18950001,,
2023,18950002,,
2023,18960002,60,60
2023,18970001,30,30
2023,18970002,30,30
2023,18980002,,
2023,18990001,,
2023,18990002,,
2023,19000001,,
2023,19000002,,
2023,19010001,,
2023,19010003,,
2023,19020002,60,60
2023,19030001,,
2023,19030002,,
2023,19050001,,
2023,19060001,15,15
2023,19060002,20,15
2023,19070001,60,30
2023,19070002,15,10
2023,19070003,30,60
2023,19080001,10,10
2023,19080002,30,30
2023,19090001,30,30
2023,19090002,20,40
2023,19100001,,
2023,19110004,,
2023,19120002,,
2023,19130003,30,40
2023,19170003,10,10
2023,19170004,10,10
2023,19170005,10,10
2023,19170006,10,20
2023,19200001,30,30
2023,19200002,30,30
2023,19200003,20,10
2023,19200101,20,20
2023,19200102,10,20
2023,19230001,10,20
2023,19230002,10,10
2023,19230003,20,20
2023,19230004,15,20
2023,19250001,,
2023,19280001,,
2023,19280002,10,20
2023,19280003,30,30
2023,19300001,,
2023,19300002,,
2023,19300003,60,60
2023,19300004,30,30
2023,19310001,30,30
2023,19310002,,
2023,19310003,30,60
2023,19320001,,
2023,19320002,,
2023,19340001,10,20
2023,19340003,30,30
2023,19350001,,
2023,19370001,10,10
2023,19370002,,
2023,19380001,10,10
2023,19380002,10,10
2023,19380101,10,10
2023,19380102,20,10
2023,19380103,20,20
2023,19380104,,
2023,19400001,,
2023,19430001,,
2023,19440001,5,20
2023,19440002,5,20
2023,19440003,60,120
2023,19440004,40,120
2023,19470001,,
2023,19470002,310,450
2023,19470003,330,460
2023,19470004,90,200
2023,19470005,,
2023,19500001,,
2023,19500002,,
2023,19570001,60,60
2023,19570002,120,120
2023,19570003,60,60
2023,19570004,120,210
2023,19630001,,
2023,19630002,,
2023,19630003,30,60
2023,19630004,30,60
2023,19650001,30,10
2023,19650002,20,20
2023,19650003,20,30
2023,19660001,10,30
2023,19660002,20,10
2023,19660003,20,20
2023,19660004,20,30
2023,19670001,10,0
2023,19670002,10,0
2023,19670003,20,30
2023,19670004,10,10
2023,19680001,,
2023,19680002,10,20
2023,19680003,30,20
2023,19690001,20,20
2023,19690002,10,10
2023,19690003,20,30
2023,19710001,,
2023,19710002,,
2023,19710003,20,30
2023,19710004,20,20
2023,19730001,15,30
2023,19730002,30,30
2023,19730003,10,20
2023,19740001,20,20
2023,19740002,0,20
2023,19740003,20,20
2023,19740004,20,20
2023,19750001,,
2023,19750002,,
2023,19750003,5,10
2023,19750004,15,20
2023,19780001,10,10
2023,19780002,,
2023,19780003,10,5
2023,19820001,5,10
2023,19820002,,
2023,19820003,10,10
2023,19820004,10,10
2023,19830001,,
2023,19840001,10,10
2023,19840002,1,1
2023,19840003,20,20
2023,19890001,10,10
2023,19890002,,
2023,19900002,,
2023,1990001,,
2023,1990002,,
2023,1990003,30,30
2023,1990004,60,60
2023,19930001,,
2023,19930002,,
2023,19940002,,
2023,19960001,10,10
2023,19960002,10,10
2023,19970001,5,5
2023,19970002,5,5
2023,19970003,5,5
2023,19990001,5,5
2023,19990002,5,5
2023,20000001,,
2023,20000002,,
2023,2000001,,
2023,2000002,,
2023,2000004,60,60
2023,2000005,30,30
2023,20001,15,10
2023,20003,30,30
2023,20010001,5,5
2023,20020002,,
2023,20030002,,
2023,20060001,,
2023,20060002,,
2023,20070001,5,10
2023,20070002,10,10
2023,20070003,20,20
2023,20070004,20,20
2023,20070005,10,20
2023,20090003,30,60
2023,20100001,20,10
2023,20100002,15,15
2023,20100003,60,60
2023,2010001,,
2023,2010002,30,30
2023,20110001,,
2023,20110002,60,120
2023,20130001,,
2023,20130002,,
2023,20140001,,
2023,20140002,30,30
2023,20160001,,
2023,20170001,,
2023,20170003,5,10
2023,20180001,10,20
2023,20180002,5,10
2023,20180003,5,10
2023,20190002,,
2023,20200003,,
2023,20210001,,
2023,20220001,5,10
2023,20230002,10,20
2023,20240001,,
2023,20240002,,
2023,20250001,,
2023,20250002,,
2023,20250003,0,5
2023,20280001,15,15
2023,20280002,20,20
2023,20280003,30,30
2023,2030001,,
2023,2030002,60,30
2023,2030003,60,60
2023,2030004,30,30
2023,20320002,,
2023,20340001,5,5
2023,20340002,10,10
2023,20340003,,
2023,20340004,,
2023,20340101,,
2023,20340102,,
2023,20370001,,
2023,20370002,,
2023,20380001,,
2023,20380002,5,10
2023,20380003,20,20
2023,20400001,10,10
2023,20400002,10,10
2023,2040001,,
2023,20430002,,
2023,20440001,15,15
2023,20440002,10,10
2023,20450001,30,30
2023,20450002,20,20
2023,20450003,,
2023,20460001,,
2023,20460002,30,30
2023,20470001,,
2023,20470002,,
2023,20480002,,
2023,20490001,,
2023,20490002,10,10
2023,20490004,60,60
2023,20490101,30,30
2023,20500001,,
2023,20500002,,
2023,2050001,30,30
2023,20510001,40,30
2023,20510002,,
2023,20520001,20,30
2023,20520003,30,30
2023,20520004,,
2023,20520005,,
2023,20520101,30,30
2023,20530001,20,30
2023,20530002,20,30
2023,20530003,30,60
2023,20530101,30,60
2023,20540001,20,30
2023,20540002,30,40
2023,20540004,30,60
2023,20540005,,
2023,20540006,10,20
2023,20540101,30,60
2023,20550001,,
2023,20550002,40,80
2023,20560001,15,15
2023,20560002,30,30
2023,20560003,20,20
2023,20560004,15,15
2023,20580001,10,10
2023,20580002,10,10
2023,20580003,10,10
2023,20590001,15,15
2023,20590002,30,30
2023,20590003,30,30
2023,20590004,60,60
2023,20600001,10,10
2023,20600002,10,10
2023,20600003,20,20
2023,2060001,,
2023,20620001,30,30
2023,20620002,30,30
2023,20620005,,
2023,20620101,30,60
2023,20620102,30,30
2023,20630001,10,10
2023,20630002,30,30
2023,20640001,15,15
2023,20640002,30,30
2023,20640003,30,30
2023,20640004,30,30
2023,20650002,,
2023,20660001,30,30
2023,20660002,,
2023,20660003,30,30
2023,20670001,30,60
2023,20670002,,
2023,20680001,,
2023,20680002,30,30
2023,20680004,30,30
2023,20690001,30,30
2023,20690002,30,30
2023,20690003,30,30
2023,20690004,10,10
2023,2070001,,
2023,2070002,5,10
2023,2070003,20,30
2023,20710001,30,30
2023,20720001,10,20
2023,20720002,20,20
2023,20720101,30,30
2023,20720102,30,30
2023,20730001,,
2023,20750002,60,30
2023,20760002,,
2023,20760003,,
2023,20760004,120,180
2023,20770001,30,60
2023,20770002,,
2023,20770003,60,120
2023,20770004,30,30
2023,20780002,,
2023,20790001,30,20
2023,20790002,30,60
2023,20800001,20,0
2023,2080001,,
2023,2080002,,
2023,2080003,30,30
2023,2080004,60,60
2023,20810001,20,20
2023,20830001,,
2023,20830002,120,120
2023,20830003,,
2023,20830004,180,180
2023,20830005,120,240
2023,20840001,,
2023,20840002,,
2023,20840003,180,240
2023,20840004,60,60
2023,20890001,,
2023,20890002,,
2023,20980003,10,10
2023,20980005,,
2023,2100001,,
2023,2100002,,
2023,21030001,,
2023,21070001,5,10
2023,21070002,6,6
2023,21070004,60,60
2023,21070005,60,60
2023,21100001,,
2023,21100002,,
2023,2110001,,
2023,2110002,,
2023,2110003,20,30
2023,21120001,30,30
2023,21120002,30,30
2023,21120004,30,30
2023,21120005,30,30
2023,21140003,60,120
2023,21170001,30,30
2023,21190001,60,120
2023,21190002,180,180
2023,21190005,,
2023,2120001,,
2023,2120002,,
2023,21210001,5,5
2023,21210002,,
2023,21210003,10,10
2023,21220001,,
2023,21220002,,
2023,21220005,10,10
2023,21220006,,
2023,21230001,,
2023,21230002,,
2023,21250001,,
2023,21260001,,
2023,21300001,30,30
2023,21300002,5,5
2023,2130001,,
2023,2130002,,
2023,21310002,30,30
2023,21320001,,
2023,21330001,,
2023,21340001,,
2023,21340002,,
2023,21340003,,
2023,21350001,,
2023,21360001,15,30
2023,21360002,30,40
2023,21360003,30,40
2023,21360004,30,40
2023,21370001,,
2023,21380001,,
2023,21380002,,
2023,21380003,30,40
2023,21380004,20,40
2023,21380005,20,30
2023,21390002,,
2023,21400001,10,10
2023,2140001,,
2023,2140002,,
2023,2140004,60,30
2023,21410001,5,5
2023,21410002,5,5
2023,21420002,10,10
2023,21430001,10,10
2023,21430002,10,10
2023,21430003,60,90
2023,21430004,30,30
2023,21440002,,
2023,21450001,,
2023,21450002,60,60
2023,21450003,30,30
2023,21450004,30,30
2023,21480001,30,30
2023,21480002,120,180
2023,21480003,10,20
2023,21480004,120,150
2023,21490001,,
2023,21490002,180,120
2023,21490003,120,60
2023,21500002,30,30
2023,21500003,60,120
2023,21500004,120,120
2023,2150001,,
2023,2150002,,
2023,21520001,180,180
2023,21520002,,
2023,21520003,60,60
2023,21520004,30,60
2023,21520005,30,30
2023,21530002,,
2023,21530003,60,180
2023,21530004,60,120
2023,21530005,180,300
2023,21540002,15,10
2023,21570001,20,20
2023,21570002,30,30
2023,21570003,120,60
2023,21570004,30,60
2023,21580001,30,30
2023,21580002,,
2023,21580003,60,540
2023,21580004,60,120
2023,21600001,30,30
2023,21600002,60,60
2023,21600003,30,0
2023,21600004,20,20
2023,21610001,20,20
2023,21610002,,
2023,21610003,30,20
2023,21610004,60,60
2023,21620001,,
2023,21620002,,
2023,21620003,,
2023,21640001,,
2023,21650001,,
2023,21650002,,
2023,21660001,,
2023,21660002,,
2023,21690001,,
2023,21690002,,
2023,21700001,,
2023,21700002,,
2023,21700003,30,100
2023,21700004,60,120
2023,2170001,,
2023,2170002,,
2023,2170003,30,30
2023,2170004,20,30
2023,21710001,,
2023,21710002,,
2023,21720001,,
2023,21720002,,
2023,21720004,10,20
2023,21730001,,
2023,21750001,,
2023,21750002,,
2023,21770001,,
2023,21770002,,
2023,21780001,,
2023,21780002,,
2023,21790001,,
2023,21800001,,
2023,21800002,,
2023,2180001,,
2023,2180002,,
2023,2180003,20,30
2023,2180004,30,40
2023,2180005,30,60
2023,21830001,,
2023,21830002,,
2023,21840001,30,100
2023,21840002,90,150
2023,21860001,,
2023,21870001,10,20
2023,21870002,20,20
2023,21870003,20,20
2023,21870101,30,30
2023,2190001,,
2023,2190002,10,10
2023,2190003,20,30
2023,2190004,,
2023,21910002,,
2023,21930006,,
2023,21930007,,
2023,21950001,,
2023,21950002,,
2023,21980001,,
2023,21980002,,
2023,21990001,,
2023,21990002,,
2023,21990003,60,60
2023,22000001,20,60
2023,22000002,60,60
2023,22000003,240,360
2023,22000004,180,180
2023,2200001,,
2023,2200002,,
2023,2200003,30,30
2023,2200004,30,20
2023,220001,,
2023,220002,,
2023,22010001,15,15
2023,22010002,60,60
2023,22010003,10,10
2023,22010004,30,30
2023,22020001,60,120
2023,22020002,,
2023,22030001,,
2023,22040001,30,30
2023,22040002,10,10
2023,22040003,30,30
2023,22050002,20,20
2023,22050003,30,30
2023,22050004,30,30
2023,22060001,10,10
2023,22060002,10,10
2023,22070001,,
2023,22070002,10,10
2023,22080001,60,120
2023,2210001,,
2023,2210002,,
2023,2210003,,
2023,22120001,20,20
2023,22120002,10,10
2023,22130001,10,10
2023,22130002,,
2023,22140001,30,30
2023,22140002,30,30
2023,22150001,20,20
2023,22150002,20,20
2023,22160001,15,20
2023,22160002,20,20
2023,22170001,,
2023,22170002,,
2023,22180001,10,10
2023,22180002,30,30
2023,22190001,,
2023,22200002,,
2023,2220001,,
2023,2220002,,
2023,2220003,30,30
2023,22210001,,
2023,22210002,5,10
2023,22210003,30,60
2023,22220001,20,20
2023,22220002,40,60
2023,22220003,30,30
2023,22230001,,
2023,22230002,90,60
2023,22240001,30,90
2023,22240002,30,60
2023,22240003,20,30
2023,22250001,,
2023,22250002,,
2023,22250003,60,60
2023,22260001,180,60
2023,22260002,90,180
2023,22260004,30,60
2023,22260005,,
2023,22270001,20,20
2023,22270002,,
2023,22270101,10,10
2023,22270102,10,10
2023,22280001,,
2023,22280002,,
2023,22280003,,
2023,22280004,,
2023,22290001,,
2023,22290002,,
2023,22290003,30,60
2023,2230001,,
2023,2230002,60,60
2023,22310001,60,60
2023,22310002,,
2023,22330001,90,30
2023,22330002,120,60
2023,22330003,60,90
2023,22330004,40,60
2023,22340001,20,30
2023,22340002,,
2023,22340003,60,60
2023,22340004,150,150
2023,22350001,,
2023,22350002,,
2023,22350003,,
2023,22360001,60,60
2023,22360002,20,20
2023,22360004,150,150
2023,22360101,30,30
2023,22360102,120,180
2023,22380002,,
2023,22380003,100,150
2023,22380004,120,120
2023,22380005,60,90
2023,22390001,30,30
2023,22390002,,
2023,22390003,90,120
2023,22390004,30,30
2023,22400001,10,20
2023,22400002,20,20
2023,22400003,,
2023,22470001,,
2023,22470002,30,30
2023,22470003,,
2023,22470004,,
2023,22490002,,
2023,22510001,,
2023,22510002,30,60
2023,22510003,20,60
2023,22530001,,
2023,22530002,,
2023,22530003,60,0
2023,22530004,60,60
2023,22560001,10,20
2023,22560002,10,0
2023,22560003,30,60
2023,22560004,30,30
2023,22570002,,
2023,22590001,20,20
2023,22590002,30,60
2023,22590003,20,0
2023,22590004,90,120
2023,22600001,,
2023,22630001,,
2023,22630002,,
2023,22640001,15,30
2023,22640002,15,8
2023,22640003,15,30
2023,22640004,40,40
2023,22650001,30,30
2023,22650002,,
2023,22650003,40,60
2023,22650004,30,30
2023,22660001,20,20
2023,22660002,20,20
2023,22660003,30,60
2023,22670001,40,80
2023,22670002,30,15
2023,22670003,,
2023,22670004,60,60
2023,22680001,30,15
2023,22680002,15,30
2023,22680003,20,30
2023,22680004,20,40
2023,22680005,30,30
2023,22690001,30,30
2023,22690002,30,30
2023,22690003,30,30
2023,22730001,,
2023,22730002,,
2023,22740001,10,10
2023,22740002,60,120
2023,22740003,120,180
2023,22740004,60,180
2023,22760001,,
2023,22760002,10,20
2023,22760003,120,180
2023,22760004,,
2023,22790001,,
2023,22790002,,
2023,22800001,30,30
2023,22800002,10,15
2023,22800003,5,10
2023,22800004,30,0
2023,22810001,,
2023,22810002,,
2023,22810003,60,120
2023,22810005,30,60
2023,22820001,30,30
2023,22820002,20,20
2023,22820003,5,10
2023,22820004,,
2023,22840001,60,60
2023,22840002,10,10
2023,22840003,,
2023,22840004,,
2023,22850001,,
2023,22850002,,
2023,22850004,10,10
2023,22860001,,
2023,22860002,,
2023,22870001,5,5
2023,22870101,30,30
2023,22870102,20,20
2023,22870103,,
2023,22870104,,
2023,22870201,15,30
2023,22880001,30,60
2023,22880002,30,60
2023,22880003,30,30
2023,22880004,30,30
2023,22930001,,
2023,22940001,,
2023,22980002,60,60
2023,22980003,30,30
2023,22990003,,
2023,22990004,20,20
2023,23000001,,
2023,23000002,,
2023,23010001,20,20
2023,23010002,,
2023,23010003,30,30
2023,23020001,,
2023,23020002,,
2023,23020003,20,20
2023,23030001,,
2023,23030002,,
2023,23030003,10,20
2023,23050001,,
2023,23050002,30,60
2023,23050003,,
2023,23060002,15,30
2023,23060003,5,5
2023,23070001,,
2023,23080001,,
2023,23080003,30,60
2023,23090001,,
2023,23110001,,
2023,23120001,30,30
2023,23120002,30,20
2023,23120003,5,15
2023,23120004,20,20
2023,23120005,60,120
2023,23170001,,
2023,23170002,,
2023,23190001,,
2023,23190002,,
2023,23200001,,
2023,23200002,,
2023,23200003,60,30
2023,23200004,30,60
2023,23210001,,
2023,23210002,,
2023,23220001,,
2023,23220002,,
2023,23250004,10,10
2023,23270001,,
2023,23270002,,
2023,23280001,15,40
2023,23280002,,
2023,23280003,15,20
2023,23280004,10,30
2023,23280005,20,40
2023,23290001,,
2023,23290002,,
2023,23290003,15,40
2023,23290004,15,30
2023,23300001,,
2023,23300002,,
2023,23310001,,
2023,23310002,,
2023,23310003,,
2023,23330001,,
2023,23330002,,
2023,23330003,30,80
2023,23330004,20,40
2023,23340002,60,140
2023,23390001,,
2023,23390002,,
2023,23400001,,
2023,23400002,,
2023,2340001,,
2023,2340002,10,30
2023,2340003,30,120
2023,2340004,,
2023,23470001,150,60
2023,23470002,5,0
2023,23470004,20,20
2023,23470005,30,30
2023,23490001,,
2023,23500002,15,15
2023,23500003,20,20
2023,23500004,20,20
2023,2350001,30,60
2023,2350002,10,10
2023,2350003,,
2023,2350004,,
2023,2350005,,
2023,23510001,20,20
2023,23510002,30,30
2023,23520001,,
2023,23540001,60,150
2023,23540002,,
2023,23540003,60,140
2023,23540004,30,100
2023,23550001,,
2023,23550002,,
2023,23550003,30,90
2023,23560001,,
2023,23560002,,
2023,23560004,30,30
2023,23570001,60,180
2023,23570002,60,120
2023,23570003,60,140
2023,23580001,,
2023,23580002,,
