gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,24,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,43.82,1009.78,0
Male,0,Yes,No,48,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.07,1045.14,1
Male,0,No,No,29,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Two year,Yes,Electronic check,30.13,959.25,0
Female,0,No,No,27,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,111.52,3018.88,1
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),50.8,3438.23,0
Female,0,Yes,No,6,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),80.03,449.94,0
Female,0,No,No,53,No,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,65.43,3493.72,0
Female,1,No,No,54,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),58.85,3114.0,0
Female,0,No,No,27,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,72.25,1922.63,0
Male,0,Yes,No,19,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,37.1,724.81,0
Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,118.84,67.7,0
Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.47,6925.49,0
Male,0,No,No,69,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),93.64,6561.89,0
Male,0,No,Yes,17,Yes,No phone service,No,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,65.81,1111.17,0
Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,33.59,40.61,1
Male,0,Yes,No,8,Yes,No phone service,No,Yes,Yes,No,Yes,No,No internet service,Two year,No,Credit card (automatic),111.91,1111.6,0
Female,0,Yes,Yes,4,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),52.82,242.82,1
Male,1,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,23.11,1329.04,0
Male,0,No,No,65,Yes,No,No,Yes,No,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),52.93,3384.91,0
Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),99.03,1013.92,0
Female,0,No,No,54,No,No,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),81.52,4477.01,0
Male,0,No,No,13,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,94.59,1200.52,1
Female,0,Yes,Yes,26,Yes,No,Fiber optic,No internet service,No,No,No,No,No internet service,Two year,No,Mailed check,98.95,2582.89,0
Female,0,No,No,43,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.62,1698.58,1
Male,0,No,No,52,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),112.23,5894.48,1
Female,0,No,No,63,No,No phone service,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),62.67,3880.47,0
Male,0,Yes,No,3,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),83.18,163.49,1
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),18.24,273.3,1
Male,1,Yes,Yes,20,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Two year,No,Mailed check,119.32,2434.48,0
Male,0,No,No,22,Yes,Yes,No,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),46.65,1052.9,1
Female,1,Yes,Yes,72,Yes,No phone service,No,No,No,No,Yes,No,No internet service,One year,Yes,Mailed check,24.33,1687.0,1
Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,64.74,3679.64,0
Female,0,No,Yes,23,Yes,No phone service,No,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),31.16,657.17,1
Female,0,Yes,No,70,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,33.54,2306.08,0
Male,1,Yes,No,36,Yes,No phone service,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),82.49,2894.12,0
Male,0,Yes,No,36,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),58.08,2194.97,1
Male,0,No,Yes,31,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),112.03,3523.6,0
Female,0,No,No,10,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No internet service,Two year,No,Electronic check,50.55,553.9,0
Male,0,No,No,68,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,92.07,6360.54,0
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),65.03,290.04,0
Male,0,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,85.32,887.1,0
Male,0,Yes,No,16,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),79.17,1207.65,1
Male,1,No,No,20,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),66.22,1275.11,1
Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),114.91,966.12,0
Male,0,Yes,Yes,1,No,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,52.96,0.0,1
Female,0,Yes,No,49,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,36.08,1743.95,1
Male,0,No,No,70,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,87.17,6004.57,0
Male,0,No,Yes,8,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.29,861.12,1
Female,1,Yes,No,21,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),22.11,468.45,0
Male,0,No,No,36,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,63.86,2337.44,0
Male,0,Yes,No,67,No,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,No,Electronic check,109.03,7345.63,0
Male,0,Yes,No,50,Yes,No phone service,No,Yes,No internet service,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),94.46,4771.24,0
Male,0,Yes,Yes,55,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),119.16,6523.93,0
Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),72.2,3202.09,1
Male,0,No,No,30,Yes,Yes,No,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,85.32,2578.35,0
Male,1,Yes,No,14,No,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),48.85,534.9,1
Male,0,No,No,63,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,114.65,7142.76,0
Male,0,No,Yes,58,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),55.37,3072.22,1
Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.33,94.72,1
Male,0,No,Yes,52,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,59.12,3064.5,0
Female,1,Yes,No,6,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),75.31,414.39,0
Female,0,Yes,No,53,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),91.42,5006.13,0
Female,1,Yes,No,60,Yes,Yes,No,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.91,4238.52,0
Female,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),110.52,1052.77,1
Female,0,Yes,Yes,31,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.77,1809.38,0
Female,1,Yes,No,9,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,No,Electronic check,84.0,676.07,0
Female,0,No,Yes,41,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,52.92,2172.66,0
Male,0,Yes,No,67,Yes,No,No,No,No,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),59.63,4009.05,0
Male,0,Yes,No,5,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.89,165.95,1
Male,0,Yes,No,29,Yes,No phone service,DSL,Yes,No,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),30.83,879.65,0
Female,0,Yes,No,71,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,27.36,1943.69,1
Female,0,No,No,21,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,One year,No,Credit card (automatic),86.08,1790.47,0
Male,0,No,No,9,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,84.86,698.67,1
Male,1,Yes,Yes,35,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Credit card (automatic),85.62,2953.54,0
Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),20.02,726.59,0
Female,0,No,No,48,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,51.31,2470.14,0
Female,0,No,Yes,22,Yes,Yes,No,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,38.18,888.34,0
Female,0,Yes,Yes,69,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),97.37,6805.0,0
Male,0,No,Yes,38,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),105.78,3996.09,1
Male,0,No,Yes,20,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,One year,No,Electronic check,43.16,826.71,0
Male,0,No,No,70,Yes,No phone service,DSL,No internet service,No,No internet service,No,No,No internet service,Two year,Yes,Electronic check,86.12,6063.41,0
Female,0,Yes,No,67,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),31.2,2139.27,0
Female,0,No,Yes,36,No,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),46.07,1623.78,0
Female,0,Yes,No,1,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,32.14,95.37,1
Male,0,Yes,Yes,43,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.92,2095.93,0
Male,0,No,No,40,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),86.82,3576.13,1
Female,0,No,Yes,10,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),110.85,1250.77,0
Male,0,Yes,No,46,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,38.66,1709.05,1
Female,0,No,No,61,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),73.29,4471.8,0
Male,0,No,No,7,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,89.54,627.68,1
Male,1,No,Yes,52,Yes,Yes,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,115.2,5982.55,1
Female,0,Yes,Yes,10,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,80.23,750.36,1
Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,44.02,2258.24,0
Male,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),81.8,2461.41,1
Female,0,No,Yes,0,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,50.69,0.0,1
Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.57,8236.78,1
Male,0,No,No,12,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Mailed check,58.77,641.72,1
Female,0,No,No,43,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,87.91,3692.16,1
Male,0,No,No,13,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),20.37,283.55,0
Male,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,58.81,4011.15,1
Male,0,No,No,53,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,107.26,5731.12,0
Male,0,Yes,Yes,58,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,80.24,4828.79,0
Male,0,No,No,31,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,63.28,1983.86,1
Female,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),113.47,3896.79,1
Male,1,No,Yes,46,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,105.11,4748.86,1
Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,50.87,2796.64,0
Male,0,Yes,Yes,61,Yes,No,No,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.54,4612.57,0
Male,0,Yes,Yes,1,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,67.96,0.0,1
Female,0,Yes,No,48,Yes,No,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,82.48,3875.52,0
Male,1,No,No,7,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,52.08,361.43,0
Male,0,Yes,No,21,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,No,One year,No,Mailed check,42.91,893.89,0
Male,0,No,No,60,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,111.09,6593.2,1
Male,0,No,No,18,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,112.24,1995.92,0
Male,1,No,Yes,58,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,104.02,6131.51,0
Female,0,Yes,Yes,33,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,117.78,3822.26,0
Female,0,Yes,No,16,No,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,93.99,1392.35,0
Male,0,Yes,Yes,24,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),96.0,2379.41,0
Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,95.78,3679.02,0
Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.02,3636.46,1
Male,0,No,Yes,44,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,64.56,2714.07,0
Female,0,Yes,No,68,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),42.5,2830.43,0
Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,83.77,5273.13,0
Male,1,Yes,No,54,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,47.51,2658.79,1
Female,0,Yes,No,44,Yes,No,No,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),44.3,1866.27,1
Male,0,Yes,Yes,21,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.77,1626.41,0
Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,59.82,1848.61,1
Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,40.32,132.06,0
Female,1,No,No,27,No,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),101.24,2816.18,0
Female,0,No,No,67,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No,One year,No,Credit card (automatic),105.78,6992.66,0
Female,1,No,No,31,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),35.11,1114.97,0
Female,0,No,Yes,8,No,Yes,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),18.77,169.89,0
Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.29,2544.4,1
Male,0,Yes,No,70,Yes,No phone service,No,Yes,No,No internet service,No,No,No internet service,One year,No,Mailed check,99.35,6998.57,0
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,103.6,6336.62,0
Male,1,Yes,Yes,20,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,32.11,579.42,0
Female,0,Yes,No,33,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),96.98,3211.4,0
Male,0,Yes,Yes,38,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.8,1116.8,1
Male,0,Yes,No,18,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),57.79,1078.43,0
Female,0,No,Yes,19,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),119.86,2340.49,0
Male,0,No,Yes,17,Yes,No phone service,No,No,No internet service,No internet service,No,No,Yes,Two year,No,Credit card (automatic),37.64,688.56,0
Female,0,No,No,72,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),33.7,2409.26,0
Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),61.13,3153.31,1
Male,1,Yes,No,61,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),81.21,4917.37,0
Male,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,113.16,6709.75,0
Male,0,Yes,No,70,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),118.04,8175.56,1
Male,0,Yes,No,7,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),25.1,226.2,1
Male,0,Yes,No,64,Yes,No,DSL,No,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,32.08,2125.79,0
Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),98.66,404.79,0
Male,0,No,No,34,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,45.6,1305.3,1
Male,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,108.25,4552.5,1
Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.67,2378.32,0
Female,0,Yes,Yes,10,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,29.41,250.38,0
Male,0,No,No,14,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,102.92,1282.15,1
Female,0,No,No,60,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),35.99,2258.22,0
Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,61.2,1408.67,0
Male,0,Yes,No,22,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,No,Electronic check,74.32,1723.44,0
Male,0,No,No,67,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),69.08,4650.52,0
Male,0,No,No,10,No,No,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),87.99,916.58,0
Male,0,No,Yes,66,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,84.57,5610.66,0
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,119.19,8041.53,0
Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),119.94,5339.61,0
Male,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),70.68,925.84,0
Female,0,Yes,Yes,11,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),27.71,178.38,1
Female,0,No,No,20,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,92.24,1880.53,0
Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),117.62,5031.36,1
Female,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.47,651.39,0
Female,0,Yes,Yes,33,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,65.04,2112.19,1
Male,1,Yes,No,8,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.33,583.84,0
Male,0,Yes,No,39,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,23.24,980.58,0
Male,0,No,No,1,No,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,No,Credit card (automatic),86.57,292.37,1
Male,0,Yes,Yes,51,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),54.04,2696.04,0
Female,0,No,No,4,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,No,Electronic check,98.32,352.69,0
Male,0,Yes,Yes,14,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),102.88,1415.83,0
Female,0,No,No,12,Yes,Yes,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,101.77,1182.02,1
Female,0,No,No,60,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),60.5,3558.8,1
Male,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,No,Two year,No,Electronic check,50.8,0.0,1
Female,0,No,Yes,31,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),94.38,2891.0,1
Male,1,No,No,43,Yes,No,No,No internet service,No,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,99.74,4318.37,0
Male,0,No,No,37,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,68.11,2480.61,0
Male,0,No,No,49,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No,Two year,No,Credit card (automatic),109.09,5500.24,0
Male,0,Yes,Yes,58,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,32.68,1896.51,0
Female,0,No,No,28,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,107.67,3118.04,0
Male,1,No,No,60,No,No phone service,No,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),27.8,1688.91,0
Male,0,Yes,Yes,23,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,33.66,840.29,1
Male,1,No,No,71,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),72.45,5166.29,1
Male,0,Yes,No,36,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.89,1005.54,1
Female,0,No,No,53,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),23.39,1244.15,0
