고객ID,나이,성별,지역,서비스,요금제유형,월정액,월시청시간,월평균접속횟수,프로필수,동시접속이용,구독유형,가입기간_개월,등록기기수,오프라인저장,키즈프로필,추가프로필구매,독점콘텐츠시청,부가서비스수,Netflix_사용,Tving_사용,Disney_사용,CS문의횟수_6개월,불만접수건수,만족도점수,결제방법,결제실패경험,할인율,주사용기기기간_개월,주사용기기,이탈여부
OTT03106,70,남성,경기,Netflix,스탠다드 HD,12933,63.4,34,1,1,6개월 구독,19,1,1,1,0,0,2,1,1,0,3,0,3,신용카드,0,20,32,스마트TV,0
OTT03107,35,여성,서울,Netflix,스탠다드 HD,13224,15.55,17,1,0,월간 구독,12,2,0,0,1,0,1,1,0,0,1,0,5,신용카드,0,0,34,태블릿,0
OTT03108,54,남성,충남,Netflix,연간 멤버십,10161,9.69,22,4,0,월간 구독,31,1,0,1,0,0,1,1,1,0,0,0,5,간편결제,0,5,11,스마트TV,0
OTT03109,62,여성,경기,Disney+,광고형 스탠다드,5654,90.49,9,3,0,월간 구독,34,1,1,0,0,0,1,1,1,1,0,0,4,간편결제,0,0,11,스마트TV,0
OTT03110,49,여성,전남,Netflix,베이직,9846,83.41,20,5,0,연간 구독,41,3,0,1,0,1,2,1,0,0,0,1,2,간편결제,0,20,1,스마트TV,0
OTT03111,53,여성,경기,Disney+,프리미엄 4K,16260,288.22,21,5,1,연간 구독,23,1,1,0,0,1,2,1,1,1,1,1,5,신용카드,0,15,28,스마트폰,0
OTT03112,34,여성,대구,Netflix,프리미엄 4K,16929,0.98,35,1,0,6개월 구독,9,4,0,0,0,0,0,1,1,0,1,0,5,간편결제,0,0,21,스마트폰,0
OTT03113,52,여성,경북,Netflix,스탠다드 HD,13883,38.87,25,1,0,연간 구독,16,1,0,0,0,0,0,1,0,0,2,0,4,간편결제,0,15,15,스마트폰,0
OTT03114,66,남성,경북,Netflix,베이직,8808,60.42,25,3,0,월간 구독,24,2,1,0,0,1,2,1,1,0,1,0,4,정기결제,1,30,9,PC,0
OTT03115,28,남성,경기,Netflix,베이직,9073,43.68,16,1,0,6개월 구독,8,4,0,0,0,0,0,1,0,0,3,0,5,간편결제,1,5,16,PC,0
OTT03116,38,남성,경기,Disney+,베이직,9131,61.97,0,4,0,월간 구독,37,1,0,0,0,1,1,0,1,1,2,1,2,휴대폰결제,1,0,35,스마트TV,0
OTT03117,69,여성,충남,Netflix,광고형 스탠다드,5251,7.38,20,2,1,월간 구독,31,4,0,0,0,0,0,1,0,0,0,0,3,휴대폰결제,0,0,14,스마트TV,0
OTT03118,72,남성,경기,Netflix,프리미엄 4K,17119,0.08,15,5,1,월간 구독,55,1,1,0,1,0,2,1,1,1,0,0,1,휴대폰결제,0,5,30,PC,1
OTT03119,70,여성,서울,Netflix,프리미엄 4K,17391,4.88,8,5,1,6개월 구독,32,1,0,1,0,1,2,1,0,0,1,0,1,간편결제,0,5,22,스마트TV,0
OTT03120,43,여성,경남,Netflix,스탠다드 HD,12855,23.91,27,2,0,연간 구독,53,2,0,0,0,1,1,1,1,0,0,0,5,정기결제,0,15,30,스마트TV,0
OTT03121,21,남성,서울,Netflix,스탠다드 HD,13583,19.94,29,5,0,연간 구독,42,1,0,1,0,0,1,1,0,0,0,0,3,간편결제,0,5,21,스마트폰,0
OTT03122,51,남성,서울,Netflix,프리미엄 4K,17549,103.57,9,5,0,월간 구독,23,1,1,1,0,1,3,1,1,0,2,1,4,간편결제,0,0,6,스마트TV,0
OTT03123,69,남성,서울,Disney+,베이직,9426,4.36,20,3,0,월간 구독,38,2,1,0,0,0,1,1,0,1,0,0,1,간편결제,0,0,9,스마트TV,1
OTT03124,65,남성,광주,Netflix,광고형 스탠다드,5302,29.23,18,5,1,연간 구독,36,2,0,0,0,1,1,1,1,0,1,0,5,간편결제,0,20,1,스마트폰,0
OTT03125,35,남성,대전,Netflix,광고형 스탠다드,5268,158.29,31,2,0,월간 구독,32,1,1,0,0,0,1,1,0,0,1,0,2,신용카드,0,10,29,태블릿,1
OTT03126,57,남성,경기,Tving,광고형 스탠다드,5579,34.95,24,5,0,6개월 구독,23,1,1,1,1,0,3,1,1,0,1,1,3,간편결제,0,15,26,스마트TV,0
OTT03127,52,여성,경기,Netflix,베이직,9172,7.1,27,2,0,월간 구독,54,1,1,1,0,1,3,1,0,0,2,0,4,간편결제,0,10,33,태블릿,0
OTT03128,58,여성,경기,Netflix,광고형 스탠다드,5163,17.21,16,1,1,월간 구독,23,2,0,1,0,1,2,1,1,0,1,1,1,신용카드,0,20,11,스마트폰,0
OTT03129,46,남성,울산,Tving,스탠다드 HD,13784,49.28,24,5,0,연간 구독,58,2,0,1,0,0,1,1,1,0,2,0,3,신용카드,0,0,34,스마트폰,0
OTT03130,69,남성,서울,Netflix,연간 멤버십,10320,0.6,28,5,0,월간 구독,33,1,1,1,0,0,2,1,0,0,0,0,3,간편결제,0,5,10,스마트TV,0
OTT03131,46,남성,경남,Tving,스탠다드 HD,13302,172.26,43,4,1,월간 구독,41,1,1,1,1,1,4,1,1,0,1,0,2,신용카드,0,0,9,스마트TV,1
OTT03132,55,여성,경기,Tving,스탠다드 HD,13138,41.85,14,1,0,월간 구독,26,1,0,0,1,1,2,0,1,0,0,0,3,신용카드,0,5,18,태블릿,0
OTT03133,59,여성,제주,Disney+,스탠다드 HD,14116,60.89,16,5,1,연간 구독,40,1,0,1,0,0,1,0,1,1,1,0,2,신용카드,0,20,23,스마트폰,0
OTT03134,38,남성,서울,Disney+,연간 멤버십,11323,34.55,12,5,0,월간 구독,3,1,1,0,0,0,1,0,0,1,5,0,1,신용카드,0,5,11,스마트폰,0
OTT03135,59,남성,충남,Netflix,연간 멤버십,10810,158.41,15,1,1,연간 구독,1,2,0,1,0,1,2,1,0,0,0,0,5,휴대폰결제,0,0,20,스마트TV,0
OTT03136,30,여성,경기,Netflix,광고형 스탠다드,5467,44.49,33,5,1,월간 구독,13,1,1,0,0,0,1,1,1,0,1,0,2,신용카드,0,0,21,PC,0
OTT03137,66,여성,서울,Netflix,베이직,9856,54.23,11,5,1,연간 구독,27,1,1,1,0,1,3,1,0,0,1,0,5,휴대폰결제,0,5,15,스마트TV,0
OTT03138,58,남성,경북,Netflix,베이직,9773,98.61,23,1,0,월간 구독,50,1,0,0,0,0,0,1,0,0,2,0,5,신용카드,0,10,18,스마트TV,0
OTT03139,34,여성,경북,Disney+,연간 멤버십,11280,98.86,29,5,0,월간 구독,27,3,0,1,0,0,1,0,0,1,0,1,3,간편결제,0,0,30,태블릿,0
OTT03140,73,남성,경기,Disney+,베이직,9438,1.43,31,5,0,연간 구독,44,2,1,0,0,0,1,1,1,1,0,0,4,간편결제,0,0,12,스마트TV,0
OTT03141,26,남성,세종,Tving,연간 멤버십,10438,16.65,34,5,0,월간 구독,22,1,1,0,0,0,1,0,1,0,1,1,2,신용카드,0,10,34,태블릿,1
OTT03142,58,여성,부산,Tving,스탠다드 HD,13175,14.14,24,5,0,6개월 구독,55,1,0,0,0,0,0,1,1,0,1,0,2,신용카드,0,10,11,스마트TV,0
OTT03143,18,여성,경북,Netflix,스탠다드 HD,13750,0.33,23,5,0,6개월 구독,11,1,0,0,0,0,0,1,0,0,1,0,4,간편결제,0,10,2,스마트폰,0
OTT03144,19,남성,경기,Tving,광고형 스탠다드,5434,104.69,14,1,0,연간 구독,15,2,1,1,0,0,2,0,1,0,2,0,2,간편결제,0,0,5,태블릿,0
OTT03145,65,여성,부산,Disney+,프리미엄 4K,15961,19.07,0,5,0,월간 구독,30,1,0,1,0,1,2,0,1,1,1,0,5,휴대폰결제,0,15,22,태블릿,0
OTT03146,46,남성,인천,Tving,연간 멤버십,11580,21.31,14,1,1,연간 구독,18,1,1,0,0,1,2,1,1,0,0,0,4,신용카드,0,15,26,스마트폰,0
OTT03147,50,여성,경기,Netflix,베이직,9796,5.25,21,3,0,월간 구독,44,4,0,0,0,0,0,1,0,0,3,1,1,간편결제,0,0,21,스마트폰,1
OTT03148,27,남성,경남,Tving,연간 멤버십,12580,228.88,30,4,1,연간 구독,24,1,1,0,0,1,2,1,1,0,1,0,4,간편결제,0,5,0,스마트TV,0
OTT03149,67,여성,서울,Netflix,스탠다드 HD,12787,87.51,35,3,0,월간 구독,32,4,1,0,0,0,1,1,0,0,1,0,1,정기결제,0,20,11,스마트폰,0
OTT03150,57,여성,서울,Tving,광고형 스탠다드,5555,42.42,20,2,0,월간 구독,22,1,1,1,0,0,2,0,1,0,0,0,5,간편결제,0,10,32,스마트폰,0
OTT03151,38,남성,대구,Tving,베이직,9005,73.91,31,4,0,6개월 구독,5,1,1,0,1,1,3,1,1,0,2,0,3,신용카드,0,10,4,스마트TV,0
OTT03152,45,여성,대전,Netflix,베이직,9867,75.05,21,4,0,월간 구독,5,1,1,0,0,1,2,1,0,1,1,0,5,간편결제,0,10,12,스마트폰,0
OTT03153,28,여성,서울,Tving,베이직,9489,53.46,22,5,0,연간 구독,22,1,0,0,0,0,0,0,1,0,1,0,4,신용카드,0,5,5,스마트TV,0
OTT03154,72,여성,경기,Disney+,연간 멤버십,11048,9.56,17,5,0,월간 구독,48,1,1,0,0,0,1,0,1,1,3,0,4,휴대폰결제,0,5,23,스마트TV,0
OTT03155,51,남성,제주,Netflix,베이직,9398,63.7,15,5,0,연간 구독,49,2,1,0,0,0,1,1,1,0,0,1,3,간편결제,0,20,30,PC,0
OTT03156,25,여성,경기,Disney+,스탠다드 HD,12939,42.15,14,4,0,연간 구독,51,1,0,0,0,1,1,1,1,1,1,1,2,휴대폰결제,1,5,9,태블릿,0
OTT03157,39,여성,대전,Tving,연간 멤버십,13447,64.38,14,5,0,월간 구독,39,1,0,0,0,0,0,0,1,0,2,0,2,간편결제,0,0,33,태블릿,1
OTT03158,25,남성,충북,Tving,스탠다드 HD,13882,39.2,13,1,0,월간 구독,22,2,0,0,0,1,1,0,1,0,1,1,3,신용카드,0,10,24,태블릿,0
OTT03159,66,여성,인천,Disney+,스탠다드 HD,14406,156.56,28,1,1,월간 구독,7,3,0,1,0,0,1,0,0,1,0,1,2,간편결제,0,0,33,스마트폰,0
OTT03160,32,남성,제주,Tving,프리미엄 4K,16005,49.31,32,5,0,연간 구독,50,4,1,1,0,1,3,0,1,0,3,1,4,간편결제,0,0,6,PC,0
OTT03161,34,남성,충북,Disney+,광고형 스탠다드,5064,42.63,12,3,0,연간 구독,54,2,0,0,0,0,0,1,0,1,1,0,1,신용카드,0,0,18,스마트폰,0
OTT03162,40,여성,인천,Netflix,스탠다드 HD,13331,92.51,11,5,0,월간 구독,21,1,0,0,0,0,0,1,0,0,0,1,2,휴대폰결제,0,30,26,PC,1
OTT03163,41,여성,부산,Netflix,스탠다드 HD,13425,23.84,18,1,0,월간 구독,35,1,1,0,0,0,1,1,0,1,1,0,2,신용카드,0,10,6,스마트TV,1
OTT03164,62,여성,울산,Tving,연간 멤버십,12103,18.97,11,3,0,6개월 구독,10,1,0,0,0,1,1,0,1,0,0,1,2,간편결제,0,5,4,스마트폰,0
OTT03165,36,남성,대구,Disney+,광고형 스탠다드,5415,34.98,9,1,0,6개월 구독,50,2,0,1,0,0,1,0,1,1,1,0,1,간편결제,0,20,24,스마트폰,0
OTT03166,22,여성,경북,Disney+,프리미엄 4K,17219,43.91,16,2,0,월간 구독,12,1,1,0,0,0,1,0,0,1,1,0,3,간편결제,0,5,8,스마트폰,0
OTT03167,49,남성,경기,Tving,광고형 스탠다드,5000,12.45,22,5,0,월간 구독,37,4,1,0,1,1,3,1,1,1,1,0,5,간편결제,0,10,6,스마트폰,0
OTT03168,61,남성,경기,Tving,연간 멤버십,12102,57.33,22,5,1,연간 구독,23,1,1,1,0,1,3,0,1,0,1,0,5,간편결제,0,20,21,스마트폰,0
OTT03169,18,남성,경기,Netflix,프리미엄 4K,16822,81.07,16,4,0,월간 구독,38,1,0,0,0,0,0,1,0,0,0,0,3,간편결제,0,0,7,스마트TV,1
OTT03170,40,여성,서울,Disney+,광고형 스탠다드,5426,43.06,14,5,1,연간 구독,59,2,0,1,0,1,2,0,1,1,1,0,2,정기결제,0,20,15,스마트TV,0
OTT03171,54,여성,서울,Netflix,베이직,9520,37.01,26,3,0,월간 구독,13,1,0,0,0,0,0,1,0,0,2,1,3,신용카드,0,0,4,스마트폰,0
OTT03172,25,여성,경북,Tving,베이직,9387,17.45,23,4,1,연간 구독,3,2,1,0,0,1,2,0,1,0,4,0,1,간편결제,0,5,5,스마트TV,0
OTT03173,30,여성,대전,Tving,베이직,9489,120.17,21,1,1,월간 구독,6,2,1,0,0,1,2,0,1,0,0,0,5,신용카드,0,10,29,태블릿,0
OTT03174,25,남성,대전,Tving,베이직,9418,70.22,14,5,0,월간 구독,30,1,0,0,1,0,1,1,1,0,0,0,3,휴대폰결제,0,5,7,스마트TV,0
OTT03175,74,여성,대구,Netflix,프리미엄 4K,17037,32.72,33,2,1,연간 구독,41,3,1,0,0,1,2,1,1,1,1,0,5,간편결제,0,5,26,스마트TV,0
OTT03176,40,남성,경북,Disney+,광고형 스탠다드,5651,53.81,6,1,0,월간 구독,3,1,0,0,0,1,1,0,0,1,1,1,5,신용카드,0,0,2,스마트TV,0
OTT03177,60,남성,인천,Tving,프리미엄 4K,16818,20.54,14,1,0,연간 구독,2,1,0,0,0,0,0,1,1,0,2,0,3,휴대폰결제,1,15,17,스마트폰,0
OTT03178,18,남성,경북,Disney+,베이직,9688,3.08,10,5,1,연간 구독,57,2,0,0,0,0,0,0,0,1,2,1,2,간편결제,0,0,35,스마트TV,0
OTT03179,62,여성,경기,Netflix,스탠다드 HD,13268,11.4,20,4,0,6개월 구독,59,3,1,0,1,1,3,1,0,0,2,0,1,간편결제,0,5,19,PC,0
OTT03180,68,남성,경남,Tving,광고형 스탠다드,5414,4.14,13,4,1,월간 구독,30,4,1,0,0,0,1,0,1,1,0,1,5,간편결제,0,5,16,스마트TV,0
OTT03181,41,여성,울산,Tving,스탠다드 HD,13179,35.48,20,5,0,월간 구독,28,2,1,0,1,0,2,1,1,0,2,0,5,간편결제,0,5,23,스마트폰,0
OTT03182,52,남성,경기,Tving,베이직,9671,48.65,25,2,0,월간 구독,53,2,0,1,1,0,2,1,1,0,2,0,4,신용카드,0,5,34,스마트TV,0
OTT03183,41,남성,부산,Disney+,베이직,8868,23.94,32,5,1,월간 구독,49,1,1,0,0,0,1,0,0,1,3,0,2,간편결제,0,0,7,스마트TV,1
OTT03184,34,여성,부산,Netflix,광고형 스탠다드,5949,37.77,22,5,0,6개월 구독,49,1,1,1,1,1,4,1,1,0,0,0,1,신용카드,0,5,4,스마트TV,0
OTT03185,22,남성,서울,Netflix,베이직,9570,4.47,21,5,0,6개월 구독,57,2,0,0,1,0,1,1,1,1,1,0,5,간편결제,1,0,3,스마트TV,0
OTT03186,37,여성,대구,Tving,광고형 스탠다드,6122,73.47,24,5,0,월간 구독,43,4,1,0,0,0,1,1,1,0,1,0,2,간편결제,0,0,35,태블릿,0
OTT03187,38,여성,경기,Netflix,프리미엄 4K,16865,1.67,0,2,1,연간 구독,40,1,0,0,0,0,0,1,1,0,0,1,1,휴대폰결제,0,5,22,스마트TV,0
OTT03188,57,남성,서울,Disney+,스탠다드 HD,13617,50.31,20,1,0,월간 구독,34,1,1,0,0,1,2,1,0,1,0,0,2,신용카드,0,5,0,스마트폰,0
OTT03189,48,여성,제주,Netflix,베이직,9331,28.4,8,5,0,월간 구독,31,1,1,1,0,1,3,1,1,1,0,0,1,정기결제,0,15,6,태블릿,0
OTT03190,63,남성,광주,Tving,연간 멤버십,12870,10.16,13,4,0,월간 구독,17,2,1,0,0,1,2,1,1,0,0,0,4,신용카드,0,10,16,태블릿,0
OTT03191,53,남성,경북,Netflix,프리미엄 4K,17512,37.02,18,5,0,연간 구독,58,1,0,1,0,1,2,1,1,0,2,0,4,간편결제,0,0,27,PC,0
OTT03192,28,여성,대전,Tving,프리미엄 4K,16902,75.92,29,4,0,연간 구독,9,3,0,0,0,0,0,1,1,1,0,0,4,간편결제,0,0,6,스마트폰,0
OTT03193,69,남성,경기,Netflix,스탠다드 HD,12937,26.68,2,1,1,월간 구독,20,1,0,0,0,1,1,1,1,0,1,0,1,신용카드,0,5,16,PC,1
OTT03194,32,여성,부산,Netflix,베이직,9645,22.92,22,5,0,6개월 구독,13,2,1,1,0,0,2,1,0,0,0,1,3,신용카드,0,0,34,스마트TV,0
OTT03195,36,여성,대전,Netflix,스탠다드 HD,13443,7.68,21,5,0,6개월 구독,54,2,1,0,0,0,1,1,0,0,0,0,4,정기결제,0,0,31,스마트TV,0
OTT03196,24,여성,제주,Netflix,광고형 스탠다드,5138,45.14,24,4,0,연간 구독,27,1,1,0,0,0,1,1,1,0,0,0,1,간편결제,0,0,24,스마트폰,0
OTT03197,68,남성,경기,Disney+,프리미엄 4K,17296,88.02,42,5,0,월간 구독,36,1,0,0,0,0,0,0,0,1,1,1,3,정기결제,0,0,16,태블릿,1
OTT03198,45,남성,경북,Netflix,스탠다드 HD,13838,41.2,35,5,0,월간 구독,58,1,0,1,0,1,2,1,0,0,1,1,5,간편결제,0,0,32,태블릿,1
OTT03199,68,여성,경남,Tving,스탠다드 HD,13798,9.02,22,4,0,6개월 구독,4,3,1,0,0,0,1,0,1,0,0,0,4,간편결제,0,10,27,스마트폰,0
OTT03200,60,남성,대전,Disney+,베이직,9877,54.12,25,4,0,연간 구독,27,1,0,1,0,1,2,1,1,1,2,0,5,정기결제,0,0,33,PC,0
OTT03201,22,여성,제주,Disney+,베이직,9135,1.53,19,1,0,6개월 구독,8,1,1,0,0,1,2,0,0,1,0,0,3,간편결제,0,30,10,PC,0
OTT03202,22,여성,경기,Disney+,프리미엄 4K,16872,91.02,27,5,0,연간 구독,9,1,1,0,0,1,2,0,0,1,1,0,1,정기결제,0,0,9,스마트TV,0
OTT03203,47,남성,제주,Disney+,연간 멤버십,13188,127.23,20,5,1,연간 구독,21,1,0,0,0,0,0,0,0,1,0,0,3,정기결제,0,0,32,스마트폰,0
OTT03204,71,남성,세종,Tving,스탠다드 HD,13943,45.45,24,3,0,월간 구독,35,1,0,0,1,1,2,0,1,0,1,0,2,간편결제,0,0,4,스마트폰,1
OTT03205,49,여성,서울,Tving,광고형 스탠다드,5000,106.76,13,5,0,월간 구독,28,2,0,0,1,1,2,0,1,0,1,0,4,간편결제,0,10,22,PC,0
OTT03206,25,여성,경남,Netflix,베이직,10147,4.41,22,5,0,월간 구독,27,2,0,0,0,1,1,1,0,1,2,0,3,간편결제,0,5,21,태블릿,0
OTT03207,27,남성,인천,Netflix,스탠다드 HD,12974,12.96,33,4,0,월간 구독,7,1,0,1,0,1,2,1,0,0,1,1,5,신용카드,0,0,4,스마트폰,1
OTT03208,55,남성,인천,Disney+,광고형 스탠다드,5552,19.08,25,5,0,월간 구독,50,1,0,0,0,0,0,0,0,1,0,0,3,간편결제,0,0,24,스마트TV,1
OTT03209,64,남성,부산,Tving,광고형 스탠다드,5458,74.18,21,3,0,연간 구독,45,2,0,0,0,1,1,0,1,0,0,0,3,간편결제,0,0,32,스마트TV,0
OTT03210,49,여성,서울,Tving,스탠다드 HD,13330,33.11,0,5,1,연간 구독,34,1,1,0,0,1,2,0,1,1,1,1,4,신용카드,0,0,4,스마트TV,0
OTT03211,65,남성,인천,Tving,베이직,9533,21.41,23,3,1,연간 구독,14,1,1,0,0,0,1,0,1,0,1,0,2,신용카드,0,0,6,스마트폰,1
OTT03212,45,여성,전남,Netflix,스탠다드 HD,13541,8.6,19,5,0,월간 구독,29,4,1,0,1,1,3,1,0,0,1,0,1,신용카드,0,20,1,스마트TV,1
OTT03213,34,남성,서울,Disney+,베이직,9296,83.21,9,3,0,연간 구독,46,4,1,1,0,1,3,1,0,1,1,0,2,간편결제,0,10,11,스마트TV,0
OTT03214,48,여성,경기,Tving,스탠다드 HD,13029,1.04,19,4,1,월간 구독,29,2,1,1,0,1,3,0,1,0,1,0,4,신용카드,0,0,16,스마트폰,0
OTT03215,25,남성,서울,Netflix,광고형 스탠다드,5904,20.57,19,2,0,월간 구독,57,2,0,0,1,0,1,1,1,1,1,0,2,간편결제,0,30,14,스마트폰,0
OTT03216,57,여성,경기,Disney+,스탠다드 HD,13851,13.9,20,5,0,월간 구독,54,1,1,0,0,1,2,0,0,1,3,0,3,신용카드,0,30,33,PC,0
OTT03217,42,남성,강원,Netflix,프리미엄 4K,16981,6.91,27,1,0,6개월 구독,57,1,0,0,0,0,0,1,0,1,3,0,1,간편결제,0,10,26,PC,1
OTT03218,26,여성,전북,Disney+,스탠다드 HD,13801,9.44,17,4,0,월간 구독,21,1,1,1,1,0,3,0,0,1,1,0,3,휴대폰결제,0,5,3,PC,0
OTT03219,19,남성,제주,Tving,스탠다드 HD,14756,34.04,17,1,0,연간 구독,49,1,1,1,0,0,2,1,1,1,0,0,1,신용카드,0,10,4,스마트TV,0
OTT03220,32,여성,대구,Netflix,베이직,9539,27.76,16,5,0,연간 구독,2,1,0,0,0,1,1,1,0,0,3,0,1,신용카드,0,10,18,스마트TV,0
OTT03221,67,여성,경기,Disney+,스탠다드 HD,13630,36.53,22,5,0,6개월 구독,51,1,1,0,0,0,1,0,0,1,0,1,2,간편결제,0,0,11,PC,0
OTT03222,20,남성,경남,Tving,광고형 스탠다드,5444,65.03,25,5,0,월간 구독,10,4,1,0,0,1,2,1,1,0,2,0,4,휴대폰결제,0,5,22,PC,0
OTT03223,66,여성,충남,Netflix,스탠다드 HD,13304,111.43,32,3,1,월간 구독,24,3,0,0,0,0,0,1,1,0,1,0,5,간편결제,0,0,19,스마트TV,0
OTT03224,53,여성,대구,Netflix,광고형 스탠다드,5695,6.3,25,5,0,월간 구독,27,1,0,1,0,1,2,1,0,0,1,0,2,간편결제,0,0,0,스마트폰,0
OTT03225,21,남성,울산,Disney+,베이직,9269,4.31,30,2,1,월간 구독,51,3,0,0,0,0,0,0,1,1,3,1,5,정기결제,0,0,14,스마트폰,0
OTT03226,31,남성,경남,Netflix,연간 멤버십,11355,19.31,28,2,1,월간 구독,51,1,0,1,0,0,1,1,1,1,0,0,4,간편결제,0,0,20,PC,0
OTT03227,58,남성,강원,Disney+,연간 멤버십,12041,39.52,21,5,0,6개월 구독,32,2,0,0,0,0,0,1,0,1,0,1,3,간편결제,0,15,9,스마트TV,0
OTT03228,58,여성,경기,Netflix,광고형 스탠다드,5624,5.26,12,5,1,월간 구독,45,1,0,0,0,1,1,1,0,0,3,0,4,신용카드,0,0,0,스마트TV,0
OTT03229,42,여성,강원,Tving,광고형 스탠다드,5000,62.93,24,5,0,연간 구독,23,1,1,0,0,0,1,0,1,0,1,0,4,신용카드,0,0,24,스마트TV,0
OTT03230,72,남성,서울,Disney+,스탠다드 HD,13304,40.61,35,5,0,연간 구독,48,4,1,0,0,1,2,0,0,1,0,0,2,신용카드,0,5,9,PC,0
OTT03231,67,남성,경기,Netflix,광고형 스탠다드,5502,69.01,30,5,0,연간 구독,57,1,1,0,0,0,1,1,1,0,1,0,4,신용카드,0,10,19,스마트TV,0
OTT03232,27,여성,경기,Tving,연간 멤버십,10522,22.15,32,3,0,월간 구독,52,1,1,1,0,1,3,0,1,0,0,0,4,신용카드,1,30,11,스마트폰,0
OTT03233,38,여성,서울,Disney+,프리미엄 4K,17075,25.63,1,4,0,월간 구독,44,4,1,0,0,1,2,0,0,1,0,0,2,간편결제,0,0,26,스마트폰,1
OTT03234,53,남성,서울,Disney+,베이직,9577,82.4,0,1,0,월간 구독,36,2,1,0,0,1,2,0,0,1,2,0,3,신용카드,0,0,35,스마트폰,0
OTT03235,29,여성,서울,Tving,스탠다드 HD,12920,15.53,15,5,0,6개월 구독,57,1,0,1,1,1,3,0,1,0,0,0,5,신용카드,0,15,11,스마트TV,0
OTT03236,44,여성,대전,Tving,베이직,9230,24.02,24,5,1,월간 구독,21,2,1,0,0,1,2,0,1,1,0,0,2,신용카드,0,10,8,스마트TV,1
OTT03237,57,남성,전북,Disney+,베이직,9996,0.68,16,3,0,월간 구독,22,2,1,0,0,1,2,0,0,1,3,0,4,간편결제,0,15,14,스마트TV,0
OTT03238,19,여성,제주,Disney+,베이직,9488,40.52,18,5,0,월간 구독,23,1,0,0,0,0,0,1,0,1,2,0,2,신용카드,0,0,32,태블릿,0
OTT03239,71,남성,경기,Disney+,베이직,9349,95.35,5,2,1,6개월 구독,54,1,0,0,0,0,0,0,0,1,3,0,5,간편결제,0,0,4,스마트TV,0
OTT03240,30,남성,대구,Netflix,연간 멤버십,12105,1.41,13,2,1,6개월 구독,12,2,0,0,0,1,1,1,0,0,0,0,1,간편결제,0,20,2,스마트TV,0
OTT03241,70,남성,제주,Disney+,베이직,9668,47.57,11,2,1,연간 구독,13,3,0,0,0,1,1,0,0,1,0,1,5,신용카드,0,20,8,PC,0
OTT03242,49,여성,서울,Netflix,광고형 스탠다드,5409,93.36,11,1,1,월간 구독,34,1,0,1,0,0,1,1,0,0,0,0,3,신용카드,0,5,24,태블릿,0
OTT03243,48,여성,강원,Netflix,스탠다드 HD,13554,34.05,12,5,0,월간 구독,25,1,1,0,0,1,2,1,0,0,2,2,4,정기결제,0,20,31,스마트TV,1
OTT03244,33,남성,충남,Netflix,베이직,9542,18.77,9,5,0,월간 구독,2,2,1,1,1,1,4,1,0,0,1,0,5,간편결제,0,10,14,스마트TV,0
OTT03245,49,남성,서울,Netflix,베이직,9646,283.96,0,5,0,6개월 구독,41,3,1,0,0,0,1,1,1,0,0,0,2,신용카드,0,15,16,스마트폰,0
OTT03246,49,남성,경북,Netflix,스탠다드 HD,13159,3.35,34,2,0,6개월 구독,54,1,0,0,0,1,1,1,0,0,0,1,1,신용카드,0,0,22,스마트폰,0
OTT03247,51,여성,전남,Netflix,스탠다드 HD,13662,11.81,18,5,0,월간 구독,21,1,1,0,1,1,3,1,0,0,1,0,1,신용카드,0,0,15,스마트TV,0
OTT03248,28,남성,서울,Netflix,베이직,9501,108.25,13,3,1,6개월 구독,56,1,1,0,1,1,3,1,0,1,0,0,5,간편결제,0,15,34,스마트TV,0
OTT03249,27,여성,서울,Tving,베이직,9434,17.64,18,3,1,월간 구독,31,3,1,1,0,0,2,0,1,0,1,0,1,간편결제,0,20,17,스마트폰,0
OTT03250,32,남성,서울,Netflix,베이직,9212,85.7,23,5,0,월간 구독,18,2,1,1,0,1,3,1,0,0,1,0,3,간편결제,0,15,18,스마트폰,0
OTT03251,34,남성,경기,Netflix,스탠다드 HD,14262,20.26,21,2,0,6개월 구독,16,2,1,0,0,0,1,1,0,0,0,0,5,간편결제,0,0,31,스마트폰,1
OTT03252,57,남성,부산,Netflix,스탠다드 HD,13688,83.56,12,2,0,연간 구독,14,1,1,1,0,1,3,1,1,0,0,0,5,간편결제,0,20,13,스마트TV,0
OTT03253,35,남성,부산,Netflix,베이직,9931,57.87,29,1,1,월간 구독,33,1,1,0,0,0,1,1,0,0,1,0,4,간편결제,0,30,13,스마트폰,0
OTT03254,72,여성,경기,Netflix,프리미엄 4K,17421,31.6,14,4,0,연간 구독,46,1,1,0,0,0,1,1,0,0,3,1,2,간편결제,0,0,24,PC,1
OTT03255,26,남성,경남,Tving,스탠다드 HD,13410,37.01,17,5,0,월간 구독,7,3,0,0,0,0,0,0,1,0,3,1,4,간편결제,0,20,21,PC,0
OTT03256,42,남성,경기,Disney+,프리미엄 4K,17050,9.78,37,4,0,월간 구독,38,1,1,0,0,1,2,0,0,1,0,0,2,간편결제,0,15,6,스마트폰,0
OTT03257,57,남성,서울,Disney+,프리미엄 4K,16678,6.16,40,1,0,6개월 구독,20,1,1,1,0,1,3,0,0,1,1,0,2,신용카드,0,0,10,태블릿,1
