나이,성별,지역,서비스,요금제유형,월정액,월시청시간,월평균접속횟수,프로필수,동시접속이용,구독유형,가입기간_개월,등록기기수,오프라인저장,키즈프로필,추가프로필구매,독점콘텐츠시청,부가서비스수,CS문의횟수_6개월,불만접수건수,만족도점수,결제방법,결제실패경험,할인율,주사용기기기간_개월,주사용기기,이탈여부,월평균요금,시청시간비율,고객가치점수,CS민감도
65,0,0,2,2,12959,27.92,12,2,1,2,40,1,1,1,0,0,2,1,0,2,1,0,20,9,1,1,10367.2,0.05735297138514,70.0,1
70,0,1,1,2,13613,36.75,3,3,0,2,37,1,0,1,0,0,1,3,0,4,1,0,0,8,1,0,13613.0,0.07549146484254637,73.5,3
69,0,8,1,2,13345,64.6,24,4,0,2,57,3,1,0,0,1,2,1,0,3,0,0,20,16,0,0,10676.0,0.1327006429613196,88.5,1
63,1,7,0,1,9915,52.5,30,5,1,0,1,1,0,0,1,1,2,1,0,3,1,0,0,15,3,0,9915.0,0.10784494977506624,60.5,1
44,1,1,0,3,12497,95.98,13,4,1,0,52,1,1,1,0,0,2,1,0,4,0,0,0,9,2,0,12497.0,0.19716111008401635,96.0,1
46,1,11,2,1,9857,10.18,16,5,1,2,2,1,0,0,1,0,1,2,0,4,3,0,10,20,3,0,8871.300000000001,0.020911649308765226,56.0,2
64,0,4,2,1,9366,54.12,28,2,0,2,38,1,1,0,0,0,1,2,0,4,0,0,10,1,0,0,8429.4,0.11117273679669686,74.0,2
45,1,11,1,1,9705,6.83,30,5,0,2,41,1,0,1,0,0,1,2,0,2,3,0,30,35,2,0,6793.5,0.014030114418356238,55.5,2
52,1,4,1,2,13493,32.51,15,5,0,1,30,1,1,0,0,0,1,1,0,3,1,0,15,32,2,0,11469.05,0.06678170127976006,60.0,1
25,1,7,1,3,13272,37.18,18,1,1,1,24,1,0,1,0,0,1,1,0,1,0,0,5,8,1,0,12608.4,0.07637476633594216,37.0,1
33,0,16,2,3,11222,1.38,34,3,1,2,41,1,1,1,0,1,3,2,0,2,1,0,0,16,2,0,11222.0,0.0028347815369445984,85.5,2
59,1,9,2,1,9165,3.65,28,4,0,2,38,2,0,0,0,1,1,2,1,1,1,0,10,32,2,1,8248.5,0.007497791746266511,44.0,5
53,1,7,1,2,13150,91.4,8,5,1,0,27,1,1,1,0,1,3,1,0,5,0,0,15,11,2,0,11177.5,0.18775292208459154,108.5,1
47,1,6,0,0,5039,16.9,2,4,0,2,30,2,0,0,1,1,2,2,0,2,0,0,15,12,2,0,4283.15,0.0347158028799737,65.0,2
35,1,3,1,4,17311,21.24,17,5,0,1,9,1,0,1,0,1,2,0,0,5,1,0,10,0,1,0,15579.9,0.04363098539471251,84.5,0
19,0,1,0,0,5684,51.14,10,4,0,2,54,1,1,1,0,1,3,1,1,1,0,0,15,21,3,0,4831.4,0.10505125202851215,82.0,4
66,1,1,2,0,5673,12.47,24,5,0,2,37,1,1,0,1,1,3,0,1,3,0,0,0,9,2,0,5673.0,0.025615743308477643,93.5,3
30,0,15,1,4,17259,10.71,27,5,0,0,16,1,1,0,0,1,2,0,0,2,0,1,0,31,1,1,17259.0,0.022000369754113517,58.0,0
21,1,5,0,3,11100,27.37,22,1,0,2,35,1,1,0,0,0,1,0,1,3,1,0,5,12,3,0,10545.0,0.056223167149401204,62.5,3
43,0,8,2,3,11410,3.04,11,5,0,2,28,2,0,0,0,1,1,1,0,5,0,0,0,0,0,0,11410.0,0.006244736139356217,79.0,1
42,0,2,2,3,11810,124.43,7,3,0,1,12,2,1,1,0,0,2,0,0,4,0,0,0,23,2,0,11810.0,0.25560280191450463,76.0,0
47,0,8,2,1,9178,140.76,26,4,0,0,12,2,1,0,0,1,2,0,0,3,1,0,10,35,0,0,8260.2,0.28914771676834905,66.0,0
28,1,16,1,2,13105,29.73,28,5,1,1,51,1,1,1,0,1,3,0,1,2,1,0,0,21,2,0,13105.0,0.06107105441548037,90.5,3
24,0,15,2,1,9941,11.74,31,2,0,2,57,2,1,0,0,1,2,1,0,4,0,0,0,11,1,0,9941.0,0.024116184959224338,98.5,1
48,1,14,0,1,8897,31.8,17,5,1,1,9,1,1,0,0,0,1,1,0,3,0,0,15,17,2,0,7562.45,0.06532322672089727,49.5,1
61,1,8,1,2,13195,5.26,19,5,0,1,29,2,1,0,0,1,2,1,0,2,0,0,20,20,1,0,10556.0,0.010805036872701875,64.5,1
27,0,5,1,1,9298,25.36,28,5,0,0,51,1,1,0,0,1,2,2,1,4,0,0,0,29,2,0,9298.0,0.05209424621515581,95.5,5
56,0,1,0,1,9385,3.83,20,3,1,2,51,3,0,0,0,0,0,1,0,5,0,0,5,3,0,0,8915.75,0.007867545859781024,75.5,1
30,0,1,1,4,17511,61.24,14,1,0,0,21,1,1,0,0,1,2,0,0,5,1,0,20,2,1,0,14008.800000000001,0.1257985661757154,90.5,0
48,1,8,2,2,13151,16.13,11,5,0,2,17,1,1,1,0,0,2,2,0,3,1,0,15,1,3,0,11178.35,0.033134076949939396,68.5,2
24,1,7,2,4,17093,36.77,27,4,0,1,33,1,1,1,0,0,2,5,0,1,1,0,20,3,1,0,13674.400000000001,0.07553254863293687,56.5,5
73,0,11,2,0,5448,0.68,17,5,0,0,34,2,1,0,0,1,2,1,0,2,2,0,0,3,1,1,5448.0,0.0013968488732770486,67.0,1
66,0,8,1,1,9160,37.18,14,2,1,0,26,1,0,0,0,1,1,1,0,3,0,0,0,7,1,0,9160.0,0.07637476633594216,58.0,1
59,1,5,1,4,17828,0.16,24,5,0,1,54,1,1,0,0,0,1,1,0,3,3,0,10,9,2,0,16045.2,0.0003286703231240114,72.0,1
59,1,16,1,3,11551,129.64,12,4,0,1,18,1,1,1,1,0,3,2,0,1,0,0,5,28,0,0,10973.449999999999,0.26630512931123024,64.0,2
73,1,15,2,4,18038,34.77,14,1,1,2,34,2,1,0,0,0,1,4,1,3,1,0,20,32,2,0,14430.400000000001,0.07142416959388674,62.0,7
53,1,2,2,1,9800,5.27,20,4,0,2,38,1,1,0,0,1,2,1,1,4,1,0,10,29,3,0,8820.0,0.010825578767897125,89.0,4
37,0,1,2,0,5522,20.86,15,5,1,2,25,1,1,0,0,1,2,0,0,4,1,0,0,21,2,0,5522.0,0.04285039337729299,82.5,0
21,0,14,2,0,5670,2.36,34,5,1,1,52,2,0,1,0,1,2,3,0,5,0,0,15,27,2,0,4819.5,0.004847887266079168,106.0,3
71,0,3,1,4,16780,37.85,25,5,0,2,51,1,0,1,0,1,2,0,1,1,0,0,20,28,0,0,13424.0,0.07775107331402395,65.5,3
24,0,1,1,3,14003,6.52,21,4,0,2,34,2,1,1,0,0,2,1,0,5,2,0,0,12,1,0,14003.0,0.013393315667303465,97.0,1
71,0,8,0,3,11512,32.04,34,5,1,0,50,1,1,1,0,1,3,2,1,4,1,0,5,5,3,0,10936.4,0.06581623220558329,110.0,5
18,0,1,2,1,9542,18.23,20,3,0,2,48,1,1,0,0,0,1,0,0,4,3,0,5,28,1,0,9064.9,0.03744787494094205,79.0,0
61,0,1,1,1,9592,71.69,30,5,0,2,45,3,1,0,0,0,1,0,0,5,0,0,0,14,0,0,9592.0,0.14726484665475237,87.5,0
73,1,5,1,4,16713,32.91,10,4,1,1,15,1,0,0,0,1,1,2,0,3,1,0,0,2,2,0,16713.0,0.0676033770875701,52.5,2
62,1,5,1,1,9534,94.25,13,3,1,0,2,1,1,1,1,1,4,0,0,5,0,0,0,2,1,0,9534.0,0.19360736221523797,111.0,0
59,1,16,1,1,9502,141.81,10,5,1,2,23,2,0,0,0,0,0,3,0,2,2,0,15,9,1,1,8076.7,0.29130461576385036,31.5,3
64,1,7,0,0,5205,174.54,25,5,0,1,45,1,0,0,0,1,1,2,0,5,1,0,10,31,2,0,4684.5,0.35853823873790597,87.5,2
30,0,8,0,1,9718,15.07,4,5,0,2,6,2,1,0,0,1,2,1,0,4,2,0,0,1,0,0,9718.0,0.030956636059242825,73.0,1
72,1,3,0,1,9049,72.96,23,3,1,0,39,1,0,0,0,0,0,2,0,4,0,0,10,16,1,0,8144.1,0.14987366734454918,59.5,2
39,0,1,0,4,17372,28.82,15,4,0,2,19,1,1,0,1,0,2,0,0,4,0,0,10,21,2,0,15634.800000000001,0.05920174195271256,79.5,0
71,1,14,0,4,17809,27.77,21,2,0,2,34,2,1,0,0,0,1,1,1,2,3,0,5,21,1,1,16918.55,0.05704484295721123,52.0,4
38,0,8,2,4,16466,101.34,19,5,0,2,37,1,1,0,1,0,2,0,0,1,0,0,5,4,3,1,15642.699999999999,0.20817156590867075,58.5,0
39,1,14,1,4,16515,7.87,25,5,0,2,59,3,0,1,0,0,1,2,0,3,1,0,10,26,1,0,14863.5,0.016166471518662313,74.5,2
45,0,8,0,1,9309,32.49,42,5,0,1,58,2,1,0,0,1,2,0,0,5,3,0,20,4,1,0,7447.200000000001,0.06674061748936957,109.0,0
26,0,1,1,0,5000,44.93,40,5,0,2,46,1,1,0,0,1,2,1,1,3,0,0,20,32,1,0,4000.0,0.09229473511226145,83.0,4
43,1,8,1,1,9476,3.42,28,5,1,0,23,1,0,1,0,0,1,0,0,2,1,0,10,32,3,0,8528.4,0.007025328156775744,46.5,0
26,0,9,1,1,9620,99.94,16,1,1,2,15,1,1,0,0,1,2,0,1,5,1,0,20,25,1,0,7696.0,0.20529570058133562,87.5,3
32,1,3,2,1,9908,18.87,21,5,0,1,2,2,0,0,0,1,1,2,1,1,1,0,10,21,2,0,8917.2,0.0387625562334381,26.0,5
27,1,1,1,2,13078,53.47,16,4,0,1,38,2,1,0,0,1,2,0,2,4,1,0,15,16,1,0,11116.3,0.10983751360900557,89.0,6
41,1,2,1,2,13583,131.61,12,5,1,2,25,1,1,0,0,0,1,1,0,4,1,0,20,26,2,0,10866.400000000001,0.2703518826646947,67.5,1
74,1,5,2,2,13583,63.6,0,2,1,1,44,1,0,0,0,0,0,2,0,2,3,0,20,1,0,0,10866.400000000001,0.13064645344179454,42.0,2
59,1,4,0,0,5598,108.58,17,1,0,0,8,1,0,0,0,0,0,0,0,5,0,0,15,19,1,0,4758.3,0.22304389803003224,54.0,0
25,0,3,2,2,14243,3.6,22,3,0,1,11,1,0,0,0,0,0,2,0,2,0,0,5,14,3,1,13530.849999999999,0.007395082270290257,25.5,2
41,1,1,0,4,17133,33.94,26,5,0,2,29,4,1,0,1,0,2,0,0,4,1,1,0,30,0,0,17133.0,0.06971919229268092,84.5,0
33,1,1,1,1,9837,41.6,21,5,0,2,5,1,1,0,0,0,1,2,0,1,1,0,15,27,1,0,8361.449999999999,0.08545428401224298,27.5,2
66,1,2,1,3,12759,58.4,13,5,1,2,37,1,0,0,0,0,0,3,0,5,0,0,15,6,2,0,10845.15,0.11996466794026417,68.5,3
43,0,2,2,1,9114,6.21,15,5,0,2,20,1,1,0,0,0,1,0,2,3,0,0,15,0,1,1,7746.9,0.012756516916250692,55.0,6
44,1,14,2,0,5506,53.47,29,5,1,2,12,1,0,1,0,1,2,0,2,1,0,0,0,6,3,1,5506.0,0.10983751360900557,46.0,6
54,1,2,2,1,9876,7.89,2,3,0,0,16,2,0,0,0,1,1,1,0,1,0,0,20,6,2,0,7900.8,0.016207555309052813,33.0,1
21,1,8,0,1,9179,3.5,14,5,0,0,21,1,1,0,0,1,2,1,0,2,0,0,15,8,2,0,7802.15,0.00718966331833775,60.5,1
67,0,12,0,0,5553,31.68,20,5,1,0,37,2,0,1,0,0,1,1,0,2,1,0,0,10,2,0,5553.0,0.06507672397855425,53.5,1
41,0,1,0,0,5116,45.86,15,5,1,1,58,1,1,0,0,0,1,2,0,3,0,0,5,22,0,0,4860.2,0.09420513136541978,74.0,2
36,0,14,1,2,13310,158.64,4,1,0,2,55,1,0,0,0,0,0,0,0,5,1,0,30,17,2,0,9317.0,0.3258766253774573,77.5,0
53,1,11,1,2,13250,59.97,29,5,0,2,50,1,0,0,0,1,1,1,0,4,2,0,0,15,3,0,13250.0,0.12318974548591853,80.0,1
56,1,7,2,2,13397,44.75,31,1,1,1,21,1,1,0,0,0,1,0,1,4,3,0,0,4,2,0,13397.0,0.09192498099874695,65.5,3
27,0,7,1,1,9150,12.08,10,1,0,2,28,2,1,0,0,0,1,0,0,2,0,0,15,24,1,0,7777.5,0.02481460939586286,49.0,0
42,0,1,1,0,5618,8.25,0,5,1,2,34,2,1,0,0,1,2,1,0,4,0,0,10,4,1,0,5056.2,0.01694706353608184,87.0,1
35,0,8,1,2,13841,46.73,39,2,1,2,53,1,1,0,0,0,1,1,0,1,2,0,0,29,1,0,13841.0,0.09599227624740658,51.5,1
36,0,2,1,2,13307,12.61,15,3,0,1,8,4,0,0,0,0,0,1,0,1,0,0,10,24,2,0,11976.300000000001,0.02590332984121115,14.0,1
53,1,13,1,0,5726,61.31,10,5,0,0,46,2,0,0,0,1,1,1,0,5,1,0,0,3,1,0,5726.0,0.12594235944208212,88.0,1
27,1,8,1,1,9341,6.08,18,5,0,0,31,2,1,0,0,1,2,0,0,5,2,1,5,18,0,0,8873.949999999999,0.012489472278712435,95.5,0
50,0,15,2,1,10088,20.75,23,5,1,1,21,2,0,0,0,1,1,1,0,1,2,1,0,31,3,0,10088.0,0.04262443253014523,35.5,1
72,1,4,2,0,5795,74.16,13,5,0,0,3,2,1,0,0,0,1,3,0,5,0,0,0,11,2,0,5795.0,0.1523386947679793,66.5,3
67,0,1,2,1,9852,88.9,21,3,0,1,59,4,1,1,0,0,2,0,0,4,0,0,5,6,0,0,9359.4,0.18261744828577886,99.5,0
22,1,1,2,1,9318,21.17,18,5,0,2,47,2,0,0,0,1,1,0,0,3,1,0,5,35,1,0,8852.1,0.043487192128345765,68.5,0
64,0,3,1,4,16652,11.58,13,5,0,1,21,1,1,0,0,0,1,0,0,1,0,0,0,5,2,0,16652.0,0.023787514636100328,35.5,0
66,0,9,1,2,13922,158.74,3,2,0,2,29,2,1,0,1,0,2,1,0,2,0,0,5,16,2,0,13225.9,0.32608204432940985,64.5,1
52,0,7,1,1,9525,71.58,33,4,0,2,32,1,1,0,1,0,2,0,0,5,0,0,5,13,2,0,9048.75,0.1470388858076046,96.0,0
61,1,5,0,1,9483,82.27,25,5,0,2,58,1,1,0,0,0,1,0,0,1,0,0,5,1,3,1,9008.85,0.16899817177132762,54.0,0
51,1,8,2,3,9818,12.6,12,1,0,2,49,2,0,0,0,1,1,0,1,3,0,0,5,11,2,0,9327.1,0.0258827879460159,69.5,3
50,1,11,1,3,11226,27.62,24,5,1,2,26,1,1,0,0,0,1,0,0,2,0,0,0,10,1,1,11226.0,0.05673671452928247,48.0,0
72,0,8,1,0,5779,3.53,11,4,0,0,13,1,0,0,0,1,1,3,0,4,0,0,0,32,1,0,5779.0,0.0072512890039235015,61.5,3
38,0,1,0,2,13057,5.79,19,2,1,0,15,1,0,1,0,0,1,3,0,4,2,0,30,1,2,0,9139.9,0.011893757318050164,62.5,3
34,0,6,2,3,11717,12.48,25,5,0,1,2,1,1,0,0,0,1,0,0,4,1,1,20,23,1,0,9373.6,0.025636285203672893,56.0,0
39,1,2,0,1,9186,18.07,24,5,0,1,49,1,0,0,0,0,0,1,0,4,0,0,20,15,1,0,7348.8,0.03711920461781804,64.5,1
65,0,1,1,2,13134,293.64,15,5,0,2,33,1,1,1,0,1,3,0,0,2,3,0,5,2,2,0,12477.3,0.6031922105133419,81.5,0
54,1,1,1,0,6026,27.42,28,5,1,0,31,1,1,0,0,0,1,0,0,3,0,0,0,8,1,0,6026.0,0.05632587662537746,60.5,0
32,1,4,0,4,17226,59.85,20,3,0,1,1,2,1,0,1,1,3,2,0,5,1,0,0,4,3,0,17226.0,0.12294324274357553,95.5,2
52,1,3,2,4,17312,117.4,14,5,1,2,15,2,1,0,0,0,1,1,0,3,1,0,10,0,0,0,15580.800000000001,0.2411618495922434,52.5,1
45,0,16,2,0,5261,14.12,36,2,0,2,54,1,1,0,0,1,2,3,0,2,0,0,10,15,2,1,4734.900000000001,0.029005156015694006,77.0,3
24,0,3,2,1,9158,7.82,8,5,1,1,39,4,1,0,0,1,2,0,0,2,1,0,10,24,2,0,8242.2,0.01606376204268606,69.5,0
49,0,7,2,2,13532,13.94,23,2,0,0,53,1,0,1,0,1,2,2,3,4,0,0,0,24,1,0,13532.0,0.028635401902179496,96.5,11
28,1,15,2,1,9578,107.03,34,3,1,2,15,1,0,0,0,1,1,0,0,4,1,0,20,18,2,0,7662.400000000001,0.2198599042747684,62.5,0
27,1,8,1,3,11313,54.78,2,1,1,2,20,1,1,0,1,0,2,0,0,5,0,0,10,17,1,0,10181.7,0.11252850187958341,90.0,0
26,0,1,1,1,9468,30.01,36,5,0,2,52,1,1,1,0,0,2,2,0,3,0,0,20,26,1,0,7574.400000000001,0.0616462274809474,86.0,2
31,0,1,0,2,13269,85.82,36,4,0,0,7,4,1,0,1,1,3,1,0,5,0,0,10,8,0,0,11942.1,0.1762905445656416,98.5,1
30,1,7,1,4,17120,13.51,15,5,0,1,36,2,0,0,0,0,0,0,1,5,0,0,5,20,3,0,16264.0,0.027752100408783714,68.0,3
74,1,2,2,2,13207,13.67,22,3,0,1,43,1,1,0,0,0,1,2,0,1,0,0,0,4,2,0,13207.0,0.028080770731907727,46.5,2
42,0,3,2,3,10992,41.88,12,2,0,0,12,2,1,0,0,0,1,0,0,1,0,0,0,29,1,0,10992.0,0.08602945707771,31.0,0
19,1,8,0,1,8905,78.05,11,5,0,1,13,2,1,0,0,1,2,0,0,1,0,0,0,7,3,0,8905.0,0.16032949199893182,46.5,0
52,0,8,1,1,9538,15.03,8,4,0,2,5,3,1,1,0,0,2,1,1,3,0,0,30,27,0,1,6676.599999999999,0.03087446847846182,62.5,4
24,0,1,1,1,9673,11.79,36,5,1,2,43,1,1,1,1,0,3,0,0,4,0,0,5,16,2,0,9189.35,0.02421889443520059,106.5,0
38,1,1,0,0,5703,32.12,17,5,0,2,6,2,0,0,0,0,0,2,0,3,1,0,20,20,0,1,4562.400000000001,0.06598056736714529,33.0,2
35,1,5,0,1,9798,7.21,6,5,0,0,5,3,0,0,0,1,1,1,0,1,0,0,0,17,2,1,9798.0,0.014810706435775764,27.5,1
20,1,2,2,1,9801,68.88,30,5,0,0,45,2,1,1,0,1,3,2,0,2,0,0,0,9,0,0,9801.0,0.14149257410488691,87.5,2
59,0,14,2,2,13607,43.06,26,5,1,1,39,1,0,1,0,0,1,1,0,4,1,0,15,5,2,0,11565.949999999999,0.08845340071074957,74.5,1
71,1,6,1,4,17392,35.93,23,5,1,1,43,2,1,0,0,1,2,1,0,3,1,0,5,22,2,0,16522.399999999998,0.07380702943653582,81.5,1
56,0,12,2,3,12430,102.89,13,5,0,2,47,2,1,0,0,0,1,2,0,1,0,0,20,17,0,1,9944.0,0.2113555596639346,48.5,2
58,0,7,0,3,9433,65.94,15,5,0,2,6,3,0,0,0,0,0,1,0,1,1,0,5,13,2,1,8961.35,0.1354532569174832,13.0,1
66,1,1,0,3,12568,8.08,40,1,1,2,54,1,0,0,1,1,2,0,0,2,0,0,0,31,2,1,12568.0,0.016597851317762577,77.0,0
28,0,7,1,3,13185,27.27,23,3,0,2,6,1,0,0,0,1,1,0,0,4,0,0,0,19,1,0,13185.0,0.056017748197448695,58.0,0
56,1,7,1,0,6136,19.38,14,1,0,2,11,2,0,1,0,0,1,0,1,1,0,0,0,4,2,1,6136.0,0.03981019288839588,30.5,3
41,1,16,2,1,9242,80.99,27,1,0,2,27,1,0,0,1,0,1,2,1,2,1,0,0,24,1,0,9242.0,0.1663688091863355,48.5,5
63,0,1,0,0,5847,63.48,28,5,1,2,16,1,1,0,0,0,1,1,0,2,1,0,5,34,1,0,5554.65,0.1303999506994515,43.0,1
36,0,1,2,1,9633,31.93,38,5,0,2,45,3,1,0,0,1,2,2,1,4,1,0,20,21,1,0,7706.400000000001,0.06559027135843552,92.5,5
21,0,1,1,4,16786,86.76,20,1,0,1,3,1,1,1,1,1,4,0,0,1,1,1,20,7,1,1,13428.800000000001,0.1782214827139952,71.5,0
43,0,14,1,2,13309,26.39,27,4,0,1,22,1,0,0,0,1,1,0,0,1,0,1,5,34,2,0,12643.55,0.05421006142026664,36.0,0
55,1,11,2,3,12181,81.37,25,3,1,2,32,2,1,0,0,0,1,0,0,4,3,0,10,10,2,0,10962.9,0.16714940120375507,71.0,0
59,1,15,1,2,13780,1.63,12,5,1,0,25,1,1,0,0,1,2,1,0,4,0,0,0,0,1,0,13780.0,0.0033483289168258663,82.5,1
49,0,15,0,0,6140,7.23,6,1,0,1,18,1,1,0,0,1,2,2,0,5,1,0,30,31,2,0,4298.0,0.014851790226166266,89.0,2
56,0,1,0,4,17058,70.52,26,3,1,0,19,1,1,0,0,1,2,2,0,2,0,0,0,25,3,0,17058.0,0.14486144491690803,59.5,2
62,1,5,2,2,12843,6.07,26,3,0,2,48,1,1,0,1,0,2,3,2,4,1,0,10,31,3,0,11558.7,0.012468930383517185,94.0,9
63,1,2,1,2,13384,57.56,0,2,0,2,30,1,1,1,0,0,2,0,0,4,1,0,5,31,2,0,12714.8,0.11823914874386311,85.0,0
53,0,11,0,4,16637,64.29,25,5,0,0,35,1,1,0,0,1,2,0,1,4,1,1,15,33,2,0,14141.449999999999,0.13206384421026685,87.5,3
57,0,14,1,4,17015,54.26,19,5,1,1,51,2,1,0,1,0,2,1,0,2,0,0,30,12,2,0,11910.5,0.11146032332943037,75.5,1
54,1,1,1,2,13949,85.25,24,3,0,2,46,1,1,1,0,0,2,3,0,4,0,0,5,14,3,0,13251.55,0.17511965653951234,93.0,3
50,0,8,0,0,5163,35.83,15,4,0,2,54,3,1,0,0,1,2,0,0,2,0,0,0,2,1,0,5163.0,0.0736016104845833,77.0,0
53,0,2,0,4,17157,113.67,34,2,1,1,27,4,0,0,0,1,1,2,0,2,0,0,0,15,0,0,17157.0,0.23349972268441488,48.5,2
20,1,3,0,2,12737,42.14,30,2,1,2,18,1,1,1,0,1,3,3,0,3,1,0,15,35,1,0,10826.449999999999,0.08656354635278651,84.0,3
26,1,14,1,4,16293,35.45,6,5,0,2,13,1,1,0,0,1,2,2,0,5,0,0,0,1,3,0,16293.0,0.07282101846716378,86.5,2
25,1,6,1,1,9042,35.61,10,5,0,1,44,1,1,0,1,0,2,0,0,5,0,0,5,14,3,0,8589.9,0.07314968879028778,102.0,0
50,1,14,1,1,9565,121.57,20,1,0,1,57,2,1,0,0,1,2,0,0,5,1,0,30,3,3,0,6695.5,0.2497278198886629,108.5,0
23,1,12,1,1,9321,13.97,13,2,0,1,31,1,1,0,0,0,1,1,0,4,1,0,20,12,2,0,7456.8,0.02869702758776525,70.5,1
58,0,3,0,2,13406,59.38,30,4,0,2,53,3,1,0,1,1,3,1,1,5,1,0,10,15,1,0,12065.4,0.12197777366939874,121.5,4
56,0,7,1,2,13066,13.89,9,3,0,0,3,2,0,0,0,1,1,0,0,3,0,0,0,8,2,1,13066.0,0.02853269242620324,46.5,0
21,0,1,2,0,5072,4.84,30,4,0,0,31,1,1,0,0,0,1,1,0,2,3,0,5,34,1,0,4818.4,0.009942277274501345,50.5,1
30,0,14,1,0,5772,153.68,0,1,0,1,24,2,0,0,0,1,1,0,0,4,2,0,20,25,0,0,4617.6,0.315687845360613,67.0,0
66,1,1,1,4,16709,6.95,15,5,0,2,55,1,0,1,0,0,1,1,0,4,0,0,5,26,1,0,15873.55,0.014276617160699246,82.5,1
19,1,7,0,1,9215,57.95,33,4,0,1,37,4,0,1,0,1,2,0,0,3,0,0,30,15,1,0,6450.5,0.1190402826564779,78.5,0
22,1,11,1,2,13736,27.63,19,5,1,2,22,1,1,0,1,0,2,1,0,2,0,0,0,9,1,1,13736.0,0.05675725642447772,61.0,1
61,1,7,1,2,13773,90.73,20,5,1,0,33,4,1,0,0,1,2,0,1,5,0,0,5,20,2,0,13084.349999999999,0.18637661510650974,96.5,3
44,0,11,1,0,5486,74.18,27,5,0,2,45,1,1,0,0,0,1,0,1,2,0,0,0,26,1,0,5486.0,0.15237977855836982,57.5,3
49,0,8,1,1,9213,7.76,25,2,0,2,15,2,1,0,0,0,1,2,0,2,2,0,15,15,2,0,7831.05,0.015940510671514554,42.5,2
38,1,2,2,2,13281,31.54,18,3,0,1,38,2,1,0,0,1,2,0,0,1,3,0,20,30,1,0,10624.800000000001,0.06478913744582075,59.0,0
25,1,11,1,2,13691,1.4,33,5,0,1,59,2,1,0,1,1,3,1,1,5,2,0,0,24,0,0,13691.0,0.0028758653273350996,124.5,4
55,1,5,2,3,11024,28.06,21,4,0,0,42,2,0,1,0,0,1,0,1,4,1,0,5,12,1,0,10472.8,0.0576405579178735,76.0,3
25,1,8,0,0,5609,60.23,25,2,0,2,14,1,0,1,0,0,1,0,0,3,0,0,0,35,1,0,5609.0,0.12372383476099504,52.0,0
67,1,8,2,0,5166,13.21,29,5,0,2,48,1,0,1,0,0,1,3,1,2,0,0,0,29,2,1,5166.0,0.027135843552926194,59.0,6
20,1,1,1,1,10029,83.05,0,5,0,2,15,1,1,1,0,0,2,2,0,1,3,0,0,5,0,0,10029.0,0.17060043959655719,47.5,2
71,0,9,2,1,9122,2.73,12,5,1,1,56,2,1,0,0,0,1,0,0,4,1,0,5,32,1,0,8665.9,0.005607937388303444,83.0,0
61,1,8,1,2,13565,1.76,14,4,0,1,29,1,1,0,0,1,2,0,2,3,1,0,20,5,2,0,10852.0,0.0036153735543641256,74.5,6
20,1,2,2,4,17142,1.39,26,5,0,2,26,1,0,0,0,0,0,0,1,5,1,0,20,4,2,0,13713.6,0.002855323432139849,63.0,3
39,0,1,2,1,9454,16.43,37,3,0,2,22,1,0,0,0,1,1,0,0,4,2,0,0,28,2,0,9454.0,0.03375033380579692,66.0,0
23,1,1,1,1,9969,31.47,1,5,0,2,4,2,1,0,1,0,2,1,0,5,1,0,0,17,1,0,9969.0,0.064645344179454,82.0,1
19,0,8,0,2,13117,5.68,15,3,0,1,33,1,0,0,0,1,1,0,0,5,1,0,0,13,1,0,13117.0,0.011667796470902405,81.5,0
40,1,8,0,0,5390,286.36,30,5,0,2,57,2,1,1,0,1,3,2,0,1,0,0,0,9,2,0,5390.0,0.5882377108111995,83.5,2
61,0,15,0,2,14180,386.56,2,5,0,1,5,2,1,0,1,0,2,0,0,2,0,0,5,15,2,1,13471.0,0.7940675006676116,52.5,0
19,1,3,1,2,12872,36.68,23,3,1,1,28,1,0,0,0,1,1,2,1,5,3,0,5,7,1,0,12228.4,0.07534767157617962,79.0,5
55,0,5,2,4,17763,41.97,24,5,0,1,49,1,1,0,0,0,1,1,1,1,1,0,0,7,2,0,17763.0,0.08621433413446725,49.5,4
34,1,8,0,1,10061,130.73,25,5,0,1,35,1,1,0,0,1,2,2,0,1,0,0,0,18,1,0,10061.0,0.26854419588751255,57.5,2
52,0,1,1,4,17126,73.44,8,5,0,2,42,1,0,0,0,1,1,1,1,3,1,0,0,22,2,0,17126.0,0.15085967831392125,66.0,4
51,0,11,0,2,13306,9.19,19,1,0,1,32,2,1,0,1,1,3,2,0,1,0,0,0,22,1,0,13306.0,0.018878001684435406,71.0,2
40,0,14,1,1,9576,78.63,7,5,1,0,29,2,1,0,0,1,2,0,0,4,1,0,0,28,3,0,9576.0,0.16152092192025636,84.5,0
47,1,1,1,1,8866,13.13,31,5,0,1,46,1,0,0,0,1,1,0,1,5,1,0,5,10,1,0,8422.699999999999,0.02697150839136419,88.0,3
69,0,16,0,1,9187,28.13,9,3,1,1,24,1,1,0,1,0,2,2,0,1,1,0,15,5,3,1,7808.95,0.05778435118424025,52.0,2
25,0,1,0,2,13845,38.02,20,5,0,2,30,2,0,0,0,0,0,0,0,5,1,0,10,33,2,0,12460.5,0.07810028553234322,65.0,0
39,1,1,0,1,9245,63.12,40,5,0,2,9,1,1,1,0,1,3,0,0,5,0,0,0,29,3,0,9245.0,0.1296604424724225,99.5,0
